"gene","combined_log2FC","combined_se","combined_pvalue","n_studies","I2","combined_padj","direction"
"DPP10-AS3",-0.00779397762029443,0.0769192790072729,0.91929111231839,1,NA,1,"down"
"DPP3",0.0172196343407921,0.0665764355916247,0.795909482046208,8,21.4864402401365,1,"up"
"DPP4",-0.055892352892357,0.0857354648420581,0.51445512489803,8,24.4354361004003,1,"down"
"DPP4-DT",-0.199137583223306,0.324721967012262,0.539707308660519,1,NA,1,"down"
"DPP7",-0.017356424110618,0.0606100679124455,0.774600827585198,8,42.0322403805835,1,"down"
"DPP9",-0.0393294106420349,0.082761468696468,0.634634431665798,5,69.1773417822293,1,"down"
"DPPA4",-0.0330292830144779,0.0540473799416494,0.541121999669116,7,15.1470410089366,1,"down"
"DPRX",NA,NA,1,0,NA,1,NA
"DPRXP4",-0.000846153846153846,100,0.999999943097033,1,NA,1,"down"
"DPT",-0.083224455199788,0.0930797909842627,0.371257962615542,6,0,1,"down"
"DPY19L1",0.00156228710112683,0.0583393862555623,0.978635774786045,5,35.0159315831577,1,"up"
"DPY19L1P1",0.615512612016625,3.57047649668685,0.86313133652324,1,NA,1,"up"
"DPY19L1P2",1.5108878611227,2.51994191299304,0.548791182112985,1,NA,1,"up"
"DPY19L2",0.00617686017932119,0.0573783484152424,0.914272213675901,5,0,1,"up"
"DPY19L2P1",0.0737277993210331,0.0816380226292102,0.366469566738696,3,0,1,"up"
"DPY19L2P2",-0.349980785250727,0.333865112677689,0.294514222469261,2,86.6413117225251,1,"down"
"DPY19L3",0.00844371901925413,0.113813566042155,0.940859967920354,6,55.2706652009363,1,"up"
"DPY19L4",-0.0207489222920163,0.0284030385505843,0.465073799999069,5,0,1,"down"
"DPY30",-0.0260909096438294,0.10946880761214,0.811616591648757,8,72.9656326867372,1,"down"
"DPYD",0.00454450160464058,0.0727312539352984,0.950177819975561,8,62.8067389428343,1,"up"
"DPYS",-0.0469792015563778,0.0575787593395675,0.414550459728449,5,4.23174832076076,1,"down"
"DPYSL2",0.0858398794673951,0.0800536240806466,0.283594402456761,10,64.0264631591763,1,"up"
"DPYSL3",-0.0170276659067476,0.166087546376857,0.918342167503294,7,62.7742725697363,1,"down"
"DPYSL4",0.00941005854729201,0.0831361454028158,0.90988108458173,8,14.5924565490488,1,"up"
"DPYSL5",-0.120762667489643,0.119134538627845,0.310742007694589,7,59.2136417538751,1,"down"
"DQX1",0.047628589364423,0.0419271593550065,0.25596318903612,8,0,1,"up"
"DR1",-0.0452267513507125,0.0814486552925111,0.578703643236915,8,64.3708571913852,1,"down"
"DRAIC",0.000769230769230769,0.498827361887476,0.998769600150063,1,NA,1,"up"
"DRAM1",-0.00055769652472228,0.0996055129934226,0.99553262557096,8,49.6835787364899,1,"down"
"DRAM2",0.00646360902647374,0.0345293451450465,0.851510282103105,8,9.41197146060032,1,"up"
"DRAXIN",-0.0486143481895031,0.0559998672738333,0.385331151407534,5,0,1,"down"
"DRC1",0.0457314800919393,0.0487290017613219,0.3479947700519,7,0,1,"up"
"DRC12",0.00138461538461538,18.499511463556,0.999940281491261,1,NA,1,"up"
"DRC3",0.0341189309436923,0.117882127668522,0.772250349276857,2,10.0667021390412,1,"up"
"DRD1",0.08105724504526,0.064469751580268,0.208648244631532,1,NA,1,"up"
"DRD2",-0.0165726808739998,0.0444028899030477,0.708974080906049,7,0,1,"down"
"DRD3",0.0368762677747733,0.0552069925128339,0.504156754935678,5,0,1,"up"
"DRD4",0.0183039551469358,0.0668651149731021,0.784281004056971,5,7.52318556644757,1,"up"
"DRD5",0,7.07106781186548,1,2,0,1,"down"
"DRD5P1",NA,NA,1,0,NA,1,NA
"DRD5P2",NA,NA,1,0,NA,1,NA
"DRGX",NA,NA,1,0,NA,1,NA
"DRICH1",-0.001625,36.0514238742444,0.999964035750283,1,NA,1,"down"
"DROSHA",-0.000384342855560744,0.00215394455594615,0.85837999395585,6,0,1,"down"
"DRP2",-0.457948159978585,0.556295419789589,0.410388371118766,4,93.3338678302512,1,"down"
"DSC1",-0.0165400264492139,0.0473067122429891,0.726613527288676,8,0,1,"down"
"DSC2",-0.058408819122064,0.0871898859819038,0.502919240167965,9,34.829961064455,1,"down"
"DSC3",0.00910924145754993,0.0401628867710311,0.820573479608234,7,0,1,"up"
"DSCAM",0.0418590108228006,0.0480900727999565,0.384065812878522,5,0,1,"up"
"DSCAML1",-0.046441327541036,0.0570310503381964,0.415463637199621,7,0,1,"down"
"DSCC1",-0.19781624388111,0.278967721283887,0.478261905327546,5,36.7379043819762,1,"down"
"DSCR10",-0.0371776908132233,0.0461052480230242,0.420032015442003,2,0,1,"down"
"DSCR3",0.070813633652213,1.80859616821304,0.968767670204085,1,NA,1,"up"
"DSCR8",0.209992087726677,7.6583223568635,0.978124653997189,2,0,1,"up"
"DSCR9",-0.375551000916959,1.68205656675796,0.823326192836468,1,NA,1,"down"
"DSE",-0.036465380415681,0.109313359626408,0.738692163360117,5,67.800132641826,1,"down"
"DSEL",0.148110035745404,0.169220245019695,0.381437840710682,4,0,1,"up"
"DSEL-AS1",-2.15230190296607,2.49550901739631,0.388428881765491,1,NA,1,"down"
"DSG1",0,7.07106781186548,1,2,0,1,"down"
"DSG2-AS1",-0.0359780313124469,0.0676687086878597,0.594948339480711,1,NA,1,"down"
"DSG3",-0.0324575731777051,0.0491757289216078,0.509233053304238,3,0,1,"down"
"DSG4",-0.033741734955095,0.0498978002242421,0.498902954735349,2,0,1,"down"
"DSN1",-0.000160052502712982,0.0246841100612622,0.994826529063039,9,0,1,"down"
"DSPP",0.0548779928196221,0.0622696658765458,0.378157757743795,3,0,1,"up"
"DSTN",0.0101221433508753,0.0687358647521038,0.882925656369697,9,38.6123734747009,1,"up"
"DSTNP2",0.205089607250395,0.364020445769069,0.57316162433982,1,NA,1,"up"
"DSTNP3",-0.0970147189504729,0.105289587987156,0.356837204454228,2,0,1,"down"
"DSTYK",-0.00821890874562465,0.0396067612298712,0.835609420466378,9,34.8558538173276,1,"down"
"DTHD1",0.00219176869652241,0.0115896561606258,0.850003302613224,3,0,1,"up"
"DTL",0.0173630173742327,0.0325938035429688,0.594234931375152,9,0,1,"up"
"DTNA",-0.104870785983942,0.0882554529135243,0.23472937828458,9,39.8463940601922,1,"down"
"DTNB",0.0186759552801074,0.0818800404307961,0.819576873546407,8,41.0179819437941,1,"up"
"DTNBP1",0.000325268767858292,0.0811634454432279,0.99680242463989,8,72.0288650618855,1,"up"
"DTX2",0.000313696929051649,0.0640739222701695,0.996093684798804,7,0,1,"up"
"DTX2P1",0.693568558398356,2.13265859775451,0.745019778927334,1,NA,1,"up"
"DTX2P1-UPK3BP1-PMS2P11",-0.127007856547559,0.281731781867813,0.652125592917202,4,53.0201112663745,1,"down"
"DTX3",0.0534808963175355,0.0614274160560515,0.383953142298799,9,49.3777747884492,1,"up"
"DTX3L",-0.0765633359227173,0.0746564758817868,0.305107617445467,5,49.9162550498493,1,"down"
"DTX4",0.0571240186963138,0.0659533519629627,0.386420189078124,6,22.5040581323394,1,"up"
"DTYMK",-0.00425456546690967,0.0633450600809915,0.946450417173679,9,24.9978673375107,1,"down"
"DUBR",-0.0192809221764588,0.0665846840270246,0.772145275529877,3,0,1,"down"
"DUOX1",0.0415140489150689,0.0831953021123741,0.617782829091883,3,0,1,"up"
"DUS2",0.000340798943679593,0.011720828440413,0.976803695497326,6,0,1,"up"
"DUS3L",0.066277446199831,0.0522354584441466,0.204504916337441,8,12.1503142854623,1,"up"
"DUS4L",-0.110545594233681,0.218725118519563,0.613271756810226,5,0,1,"down"
"DUSP1",-0.120256250957152,0.212709206558028,0.571832206121868,8,86.8298609056927,1,"down"
"DUSP10",1.33440267382831e-19,5.88480504241236e-19,0.82061508866844,9,61.3036879678258,1,"up"
"DUSP11",-0.0694057605742893,0.0662599796090454,0.294879941364556,8,44.5879773573376,1,"down"
"DUSP12",-0.0882756933678025,0.0771623687377173,0.252613191444686,9,46.360938051578,1,"down"
"DUSP13",0.0764321539535404,0.104745881087411,0.465578924662437,7,62.3097013332404,1,"up"
"DUSP13B",0.000461538461538462,100,0.999999531708008,1,NA,1,"up"
"DUSP14",-0.0156133597266764,0.0817644098174672,0.848560496031291,8,0,1,"down"
"DUSP15",0.00652009936169553,0.0581055585643955,0.910655881962439,7,0,1,"up"
"DUSP16",-0.0839200108091453,0.0732327152989735,0.251821600461073,8,44.940329237848,1,"down"
"DUSP2",-0.000583755218752692,0.00105550780799311,0.580224874797873,8,0,1,"down"
"DUSP21",-0.095375369249424,0.224245477765124,0.670605747488163,2,0,1,"down"
"DUSP22",-0.104382647931223,0.0828703542548424,0.207817398811046,9,45.2475422060712,1,"down"
"DUSP23",0.00905599648559204,0.0855298365812038,0.915676659114723,6,30.3895379284066,1,"up"
"DUSP28",0.0131149342967318,0.126080469902828,0.917153201165761,5,60.1364207027573,1,"up"
"DUSP29",0.379928695975694,1.55652759310974,0.8071631692501,1,NA,1,"up"
"DUSP3",0.0285596659757382,0.0743286182981696,0.70080418641349,10,71.2732372694767,1,"up"
"DUSP4",0.0594270631752098,0.0942825304680309,0.528492881998995,5,0,1,"up"
"DUSP5",0.00698167438568428,0.0198467370079748,0.725003665335513,6,0,1,"up"
"DUSP5P1",NA,NA,1,0,NA,1,NA
"DUSP5P2",1.30627980460315,1.65731863237575,0.430586342674423,1,NA,1,"up"
"DUSP6",-0.0428458919767634,0.0973891170575276,0.659976668414906,8,55.4739675655168,1,"down"
"DUSP8",0.0249027339794756,0.103455183206137,0.80977961201488,8,32.4603080155826,1,"up"
"DUSP9",-0.029103095313695,0.0440110024893255,0.508440055505592,6,0,1,"down"
"DUT",-0.0497334629017454,0.0770895678386747,0.518837312364578,9,34.6531435796358,1,"down"
"DUT-AS1",0.000625,7.62384969483404,0.999934589758468,1,NA,1,"up"
"DUTP6",-0.000923076923076923,100,0.999999766896093,1,NA,1,"down"
"DUX4",0.00764701851635685,0.0483888953738824,0.874431182548164,1,NA,1,"up"
"DUX4L11",NA,NA,1,0,NA,1,NA
"DUX4L13",NA,NA,1,0,NA,1,NA
"DUX4L27",0.000625,16.0262780561889,0.99996888373903,1,NA,1,"up"
"DUX4L4",NA,NA,1,0,NA,1,NA
"DUX4L5",NA,NA,1,0,NA,1,NA
"DUXAP3",0.297184577234378,53.1429867738544,0.995538117738459,1,NA,1,"up"
"DUXAP9",-0.504105454353653,0.43619516630763,0.247808859288853,1,NA,1,"down"
"DVL1",0.034627872194319,0.0880787053001321,0.694210967168497,9,45.804271461284,1,"up"
"DVL3",0.0234155786483704,0.0285391737887181,0.411947371423658,9,0,1,"up"
"DYDC2",1.82166583904745,1.90700669914,0.339451898570207,4,60.8994070866455,1,"up"
"DYM",-0.0409629510616629,0.0587741759739666,0.485831006680417,9,57.2453613701036,1,"down"
"DYNC1I1",0.0497168731740837,0.055636682862861,0.371536587380168,9,0,1,"up"
"DYNC1LI1",0.0521598888166086,0.0767752661503603,0.496894573509588,9,51.0937961671614,1,"up"
"DYNC1LI2-DT",-0.198916566598608,0.672436850868461,0.767371753722571,2,0,1,"down"
"DYNC2I1",0.0702830275567684,0.0739939228332675,0.342189162883927,3,0,1,"up"
"DYNLL1",-0.0298365570969455,0.110013535292902,0.786231016918395,9,70.7654867328351,1,"down"
"DYNLL1-AS1",NA,NA,1,0,NA,1,NA
"DYNLRB1",0.100776211674574,0.119428947772647,0.398771509373394,8,81.673777363846,1,"up"
"DYNLRB2",0.0456948219399203,0.0677283575018272,0.499880466574459,4,0,1,"up"
"DYNLT2",0.445043272104394,0.438676054351431,0.310337255176941,2,0,1,"up"
"DYNLT3",0.04630032631077,0.0514101725625622,0.367797673234781,9,0,1,"up"
"DYNLT4",-0.156566349915985,1.62714826208258,0.923344800270776,2,0,1,"down"
"DYNLT5",0.0372601739082278,0.153854629604106,0.808642405257915,3,0,1,"up"
"DYRK1A",0.0160329889660584,0.044500382680426,0.7186311825877,9,31.0358413089497,1,"up"
"DYRK1B",-0.0121215296828939,0.0653187761965667,0.852778086636271,7,52.1429756378121,1,"down"
"DYRK2",-0.0048835415682067,0.212045373024703,0.981625828786288,6,75.7850892116915,1,"down"
"DYRK3",-0.0718190158282296,0.106526812665557,0.50019229278715,9,61.8318415801887,1,"down"
"DYRK4",-0.0034470284853852,0.0442359816303234,0.937888798579234,5,0,1,"down"
"DYSF",0.0549139407903544,0.0528556285383527,0.298831637945128,8,61.369146943112,1,"up"
"DYTN",1.41532909806991,3.31866933435954,0.669761850260746,3,0,1,"up"
"DYX1C1",0.0780258066936528,0.142424690308265,0.583802424259731,5,33.8761766059386,1,"up"
"DYX1C1-CCPG1",2.2228059767013,3.28524130073182,0.498657516457481,1,NA,1,"up"
"DZIP1",0.0290574828812369,0.0919666294268177,0.752035290512531,6,50.6199198840769,1,"up"
"DZIP1L",-0.145276173892067,0.374012784192331,0.697701035634236,5,74.4544204115994,1,"down"
"E2F1",0.0496667321889008,0.108569734136707,0.647337656106708,8,59.1560332251203,1,"up"
"E2F2",-0.0361148959974091,0.071688117514353,0.61441739373062,4,60.0863853883981,1,"down"
"E2F3",0.0639065983607007,0.0530082886639664,0.227973174327074,9,47.8836630439064,1,"up"
"E2F4",0.0756829990969198,0.0614098759567732,0.217790775959117,8,67.2080611669647,1,"up"
"E2F5",0.000970213594696608,0.0441982458918971,0.98248671939868,8,23.487660600644,1,"up"
"E2F8",0.0743454616441766,0.092970428609141,0.423903271784004,9,0,1,"up"
"EAF1",-0.0405918017843936,0.0867369418840943,0.639793551878383,5,69.5774063615843,1,"down"
"EAF1-AS1",NA,NA,1,0,NA,1,NA
"EAF2",-0.0039589595026475,0.0193157326133002,0.837603095943077,9,2.86047914718182,1,"down"
"EAPP",-0.0399719411339139,0.0568774793988844,0.482197398022672,8,54.6878595746724,1,"down"
"EARS2",0.022442209055204,0.0502137021382074,0.654922738621798,9,0,1,"up"
"EBAG9",-0.0108443860372434,0.11085720201159,0.922072829540348,9,64.0889772842639,1,"down"
"EBAG9P1",-1.2874413328508,2.55505956920229,0.614346278603437,1,NA,1,"down"
"EBF1",0.0650782707702204,0.10835975569745,0.548122413993881,8,45.9909244740302,1,"up"
"EBF2",-0.00588716709520282,0.0556406299675453,0.915735497600039,7,0,1,"down"
"EBF3",0.0554770551942945,0.0865612934198482,0.521588239543335,8,44.9096037884773,1,"up"
"EBF4",-0.00429389716460211,0.00993184138115519,0.665496890163616,6,0,1,"down"
"EBI3",-0.0571736574980187,0.0550575085814524,0.29906746728586,9,0,1,"down"
"EBLN2",0.0976013628636821,0.203105959059326,0.630840579101544,2,0,1,"up"
"EBLN3P",-0.194888101446088,0.163065372326719,0.232027179909208,3,86.2897696846568,1,"down"
"EBNA1BP2",0.00638623284080855,0.0560151232398477,0.90923059311603,7,48.1605119393008,1,"up"
"EBP",0.0148665654665911,0.154056718865074,0.923122999162433,9,73.5219439295864,1,"up"
"ECD",0.00665828338143061,0.0353604226351889,0.850643351903629,9,0,1,"up"
"ECE1",-0.013169900937472,0.0627447594272983,0.833748509456548,8,55.1197188601748,1,"down"
"ECE1-AS1",-0.00183333333333333,0.0210953953449626,0.930745593256516,1,NA,1,"down"
"ECE2",-0.0893537535116455,0.0817130993635753,0.274171754726024,5,0,1,"down"
"ECEL1",-0.0389763407269102,0.117258571994554,0.739589869454419,7,41.2372445066908,1,"down"
"ECEL1P2",0.0394055880216468,0.0510698813459532,0.440350590347381,1,NA,1,"up"
"ECEL1P3",NA,NA,1,0,NA,1,NA
"ECH1",-0.103589831218388,0.129330371308094,0.423148638916284,8,83.9572542163655,1,"down"
"ECHDC1",0.0198790444777721,0.0570835021094652,0.727656191427318,9,0,1,"up"
"ECHDC2",-0.0520706496158224,0.0830710288306872,0.530776700643969,8,31.226060971144,1,"down"
"ECHDC3",0.000378859031801724,0.000609135574827921,0.533967015637396,9,0,1,"up"
"ECHS1",0.0107112262897744,0.099585025476851,0.914345835882148,8,55.2980682588579,1,"up"
"ECI1",-0.117692863690413,0.099823344842954,0.23839362791975,8,50.3937290285484,1,"down"
"ECI2",0.0572325787355661,0.0627656060979201,0.361849691697348,9,46.4695482506822,1,"up"
"ECI2-DT",-0.750499503077212,0.641192882011865,0.241810330447784,1,NA,1,"down"
"ECM1",-0.0962025500873317,0.123972686291626,0.437750197854978,9,61.1882362411129,1,"down"
"ECM2",-0.0649244276540835,0.222788399178894,0.77073206862028,5,70.6842924445023,1,"down"
"ECPAS",-0.0192717746961505,0.0496656119537261,0.697993426185971,3,37.8889600334536,1,"down"
"ECSCR",0.0432143517821178,0.101319460795305,0.669732030951125,2,0,1,"up"
"ECSIT",-0.000886313727279268,0.0662073519290457,0.989319087732638,9,61.428114308468,1,"down"
"ECT2",-0.0077633936757431,0.0868330623344041,0.928759283587978,9,34.4314676729768,1,"down"
"ECT2L",0.00456689631055641,0.0478456084294373,0.923956855494038,6,0,1,"up"
"EDA2R",-0.156620221990214,0.305611940826831,0.608314622932898,4,91.3989739401028,1,"down"
"EDAR",-0.0125832220981184,0.0418939875434591,0.763903590734436,8,0,1,"down"
"EDARADD",-0.0479942569726895,0.0903290596375116,0.595192285047179,6,0,1,"down"
"EDC3",0.0354485757780486,0.0562182987552103,0.528333317011041,6,1.24217836739727,1,"up"
"EDDM13",-0.00107692307692308,40.9943667140263,0.999979039551894,1,NA,1,"down"
"EDDM3B",-0.0137927920602495,0.0530088949043688,0.794711285201135,2,0,1,"down"
"EDEM1",-0.0528181384866619,0.0437303559572584,0.227118794592222,8,0,1,"down"
"EDEM2",0.0185319803835742,0.0243589208494422,0.446783563033335,6,0,1,"up"
"EDEM2|MMP24-AS1-EDEM2",-0.0435579381264355,0.0616542734676585,0.479885380440769,2,0,1,"down"
"EDEM3",-0.0959146095277984,0.0947897082432654,0.311601489072649,8,85.0370594575822,1,"down"
"EDIL3",-0.00865340135250802,0.128024837156983,0.946110756207301,9,61.6427324061606,1,"down"
"EDN1",-0.0107662088734854,0.135875239303383,0.936844920032228,8,42.86118848671,1,"down"
"EDN2",-0.0043596797024606,0.0826776450313165,0.957946192669051,7,8.85192494444298,1,"down"
"EDN3",0.059168606664997,0.0512979225973475,0.248733583502374,7,0,1,"up"
"EDNRB",-0.0901288592141807,0.131332779266993,0.492547122353655,7,64.1178270072619,1,"down"
"EDRF1",-0.000380796461841319,0.0398445778323904,0.99237469665588,9,9.70229355517581,1,"down"
"EDRF1-AS1",NA,NA,1,0,NA,1,NA
"EDRF1-DT",0.0943932320392031,0.419713427223919,0.822057658248077,2,0,1,"up"
"EEA1",0.0555799649323708,0.0657471316411987,0.397910127560094,8,58.1563097229205,1,"up"
"EED",0.0141756216218046,0.068078744776248,0.835054149458267,7,0,1,"up"
"EEF1A1",0.0992617235467059,0.0949298762251449,0.29573093401527,7,72.1413753401876,1,"up"
"EEF1A1P14",-0.787005019410507,1.8648884339004,0.673016367492326,2,0,1,"down"
"EEF1A1P17",0.296963303006576,0.25309239492437,0.240659689882573,2,41.1726389255035,1,"up"
"EEF1A1P19",-1.55456127078928,1.94676284707313,0.424559196606059,2,0,1,"down"
"EEF1A1P2",-0.0423823650461115,0.0581978721233053,0.466463038366201,1,NA,1,"down"
"EEF1A1P20",0.193562573783413,0.186697865348011,0.299843489634216,1,NA,1,"up"
"EEF1A1P23",-0.476415958614966,2.04987912208675,0.816218237005668,2,0,1,"down"
"EEF1A1P24",-0.00175,41.4610004700583,0.999966322617275,1,NA,1,"down"
"EEF1A1P28",-0.0278369410714135,0.112316076597739,0.804254590364885,2,0,1,"down"
"EEF1A1P3",-0.00116666666666667,0.317577064441768,0.997068858770397,1,NA,1,"down"
"EEF1A1P30",0,10,0.9999999999,1,NA,1,"down"
"EEF1A1P31",-0.001625,36.0514238742444,0.999964035750283,1,NA,1,"down"
"EEF1A1P32",NA,NA,1,0,NA,1,NA
"EEF1A1P33",0.415459626706858,100,0.997707617522794,1,NA,1,"up"
"EEF1A1P38",NA,NA,1,0,NA,1,NA
"EEF1A1P42",0.50453641924709,11.0304192512261,0.963517117386033,1,NA,1,"up"
"EEF1A1P45",0.138337092992305,2.13852998958227,0.948422467676903,1,NA,1,"up"
"EEF1A1P46",0.000625,13.3506614896852,0.999962647704707,1,NA,1,"up"
"EEF1A1P47",-0.0015,32.2142172832305,0.999962847868373,1,NA,1,"down"
"EEF1A1P5",0.308170817660361,0.741233450319795,0.677589977209869,1,NA,1,"up"
"EEF1A1P6",0.605353092035356,1.25504455868961,0.629567322872183,1,NA,1,"up"
"EEF1A1P7",1.00657140378849,2.7479853433487,0.714145472655865,1,NA,1,"up"
"EEF1A1P8",-0.0015,32.2142172832305,0.999962847868373,1,NA,1,"down"
"EEF1A2",0.01361298525979,0.048689726348775,0.77979484312043,8,43.7520351108961,1,"up"
"EEF1AKMT1",-0.0186001936237916,0.0439552469172759,0.672177012662236,3,46.7676815558919,1,"down"
"EEF1AKMT2",-0.00252102622311102,0.0446891125085422,0.955013169596498,3,17.5110821539724,1,"down"
"EEF1B2",-0.0302458891083059,0.0637115257584063,0.634978128776516,7,60.4792798955713,1,"down"
"EEF1B2P3",-0.0108095633517284,0.0518187746100343,0.834757994999527,2,0,1,"down"
"EEF1B2P4",0.462904973625087,100,0.999650952285049,1,NA,1,"up"
"EEF1B2P5",-0.0676054925600984,0.158205548556507,0.669141215170301,2,0,1,"down"
"EEF1B2P7",-0.00116666666666667,0.317577064441768,0.997068858770397,1,NA,1,"down"
"EEF1D",0.0242755757152161,0.0650695626304801,0.70909549975631,9,72.144421577328,1,"up"
"EEF1DP1",-0.00930769230769231,0.0136447857554151,0.495148661843118,1,NA,1,"down"
"EEF1DP3",NA,NA,1,0,NA,1,NA
"EEF1DP4",-1.12666506025175,1.22201636160911,0.356543099297537,2,60.1064593632566,1,"down"
"EEF1E1",-0.0540757210152214,0.107466522682196,0.614833040235421,8,55.9180596682457,1,"down"
"EEF1E1-BLOC1S5",NA,NA,1,0,NA,1,NA
"EEF1G",0.157082120601074,0.149659730216644,0.293904307506354,7,85.6184700555215,1,"up"
"EEF1GP4",0.150101707030958,0.124498490185389,0.227952154456499,1,NA,1,"up"
"EEF1GP5",-0.00316666666666667,0.656677553644462,0.996152412038297,1,NA,1,"down"
"EEF1GP7",0.000625,13.3506614896852,0.999962647704707,1,NA,1,"up"
"EEF2",0.0336156301301271,0.0384100957149695,0.381477636958464,10,81.2260481705553,1,"up"
"EEF2KMT",-0.0734426469973015,0.132012140797835,0.57798355970424,2,0,1,"down"
"EEFSEC",-0.00764285265293496,0.0414515952943408,0.85371521635547,8,14.2286736188835,1,"down"
"EEIG1",-0.004,0.0271282156073373,0.882778454014121,1,NA,1,"down"
"EEPD1",0.0279584952523876,0.0853639699205768,0.743273840547496,9,59.104425794189,1,"up"
"EFCAB1",NA,NA,1,0,NA,1,NA
"EFCAB10",-0.0289265728688664,0.120885853496686,0.810882021189557,1,NA,1,"down"
"EFCAB10-AS1",-0.000846153846153846,100,0.999999995789874,1,NA,1,"down"
"EFCAB12",-0.0438882261202505,0.0907684254715997,0.628727524141277,5,0,1,"down"
"EFCAB13",0.0605065088831424,0.0519223023587251,0.243886279576001,4,0,1,"up"
"EFCAB14",-0.0238838360289317,0.0472220292592272,0.613012913022231,9,10.1417850619158,1,"down"
"EFCAB4A",0.143334374287585,2.29169165296821,0.950128646604479,1,NA,1,"up"
"EFCAB4B",NA,NA,1,0,NA,1,NA
"EFCAB7",0.142859093038885,0.122918689422311,0.245144349080337,8,74.1709816854518,1,"up"
"EFCAB8",0.493338926500826,1.63224502135948,0.762464821279798,3,0,1,"up"
"EFCAB9",0.315831077622728,0.605713644419273,0.602074372460511,2,0,1,"up"
"EFEMP1",-0.227603731855257,0.201705129685658,0.259151731994123,9,71.0952298218576,1,"down"
"EFEMP2",-0.0119051765451874,0.0758814446885439,0.875330121424029,7,20.9351452303218,1,"down"
"EFHB",-0.108443009126942,0.119897147470153,0.36574784345889,6,0,1,"down"
"EFHC1",-0.0853436301266372,0.133667004832173,0.523161654287165,6,21.8383011200714,1,"down"
"EFHC2",-0.0764272887991148,0.0830583623991444,0.357487228474479,6,0,1,"down"
"EFHD1",-0.0727053155016378,0.0754363853165523,0.335148019201776,9,0,1,"down"
"EFHD2-AS1",0.000384615384615385,100,0.999999605876725,1,NA,1,"up"
"EFL1",-0.0023557917728642,0.0110900791602327,0.831776770348523,3,0,1,"down"
"EFNA1",-0.0822077076208331,0.097754067207331,0.400367780169051,9,29.4781057897642,1,"down"
"EFNA3_1",0,10,0.9999999999,1,NA,1,"down"
"EFNA3_2",NA,NA,1,0,NA,1,NA
"EFNA4",0.0389170599181503,0.0672985211594312,0.563078393968318,8,0,1,"up"
"EFNA5",0.0138266109533583,0.0587087071948555,0.813811288058109,7,0,1,"up"
"EFNB1",0.0149825357767246,0.0692176013111647,0.828632649334207,9,22.1737971639132,1,"up"
"EFNB3",-0.0825286146846336,0.101081638390102,0.414239919101056,7,32.9556655397821,1,"down"
"EFR3B",0.0102000839137904,0.14381906983146,0.943459015844488,5,35.9996427003875,1,"up"
"EFS",0.0611858882565179,0.124570378938082,0.623302495427301,7,59.8637133751497,1,"up"
"EFTUD1P1",0.311807570304981,0.2780775912077,0.262161459796594,1,NA,1,"up"
"EFTUD2",0.0315195177853123,0.0290855916187737,0.278506037452198,10,0,1,"up"
"EGFEM1P",0.298873957675361,0.554998630095734,0.590222957014178,1,NA,1,"up"
"EGFL6",-0.0361219054485988,0.116576737636442,0.756671091343692,7,54.2273755385432,1,"down"
"EGFL7",0.0663078977318259,0.161303961283297,0.68101812342419,7,76.2042298526167,1,"up"
"EGFL8",-0.0264689826592422,0.0658789371665568,0.687844341585101,7,0,1,"down"
"EGFLAM",-0.0146910734332578,0.147690672644046,0.920763589106405,5,42.3331250636926,1,"down"
"EGFLAM-AS4",0,10,0.9999999999,1,NA,1,"down"
"EGFR",-0.0814952350817922,0.102603849305112,0.427037835516713,7,66.6039849718661,1,"down"
"EGFR-AS1",-0.0511304899335532,0.0493021342785504,0.299696377466207,2,0,1,"down"
"EGLN2",0.10928103920598,0.111539331999848,0.327207862259758,6,61.2038172909795,1,"up"
"EGLN3",0.0268292092477359,0.254476867101758,0.916035506559715,8,80.2900073661378,1,"up"
"EGOT",0,10,0.9999999999,1,NA,1,"down"
"EGR1",0.0629269016215521,0.332909246304268,0.850076209591164,8,76.7280935781675,1,"up"
"EGR2",0.0278701935223778,0.247619775663818,0.910385445316691,8,75.5078257247823,1,"up"
"EGR3",-0.0913175362581673,0.0802107826417219,0.254924453006788,8,16.6264719439843,1,"down"
"EGR4",-0.037116389148411,0.0768379671652849,0.629061998644755,5,0,1,"down"
"EHBP1",0.0542717118731679,0.056036629066966,0.332792611157979,9,47.6964114163493,1,"up"
"EHD1",-0.107540507161093,0.0839633966352323,0.2002631342519,9,69.6441880014648,1,"down"
"EHD2",-0.0512538137871741,0.1102597815505,0.642041773484764,8,61.8586225910442,1,"down"
"EHD4",0.0639336359733725,0.0672680924995482,0.341893634159811,10,18.3331535740811,1,"up"
"EHF",-0.0390595852607993,0.0519721304114738,0.452322524211331,8,0,1,"down"
"EHHADH",-0.126418646813057,0.182308107281819,0.488037208167161,8,80.6353397985373,1,"down"
"EHHADH-AS1",0,10,0.9999999999,1,NA,1,"down"
"EI24",0.045500829187135,0.0540277932364197,0.399690290948748,7,19.2400255367265,1,"up"
"EID1",0.0404681600593421,0.0406346753123762,0.319297695948509,8,0,1,"up"
"EID3",-0.000408127527392232,0.00153421786853885,0.790226371170134,5,0,1,"down"
"EIF1AD",-0.0318617507079068,0.119513511323691,0.789780708386142,5,63.7288750201181,1,"down"
"EIF1AX",-0.0100969843899266,0.0483901074765541,0.834715207839542,9,40.144786724061,1,"down"
