"gene","combined_log2FC","combined_se","combined_pvalue","n_studies","I2","combined_padj","direction"
"KDM4B",0.182498028355802,0.0522009744990511,0.000472172701486274,9,0,0.059057631403455,"up"
"YAP1P1",0.347857673029101,0.0997521091531617,0.000488067440989215,2,0,0.0608135743012037,"up"
"LIMCH1",0.175913394522527,0.0504931687345943,0.000494155165193641,7,5.91352448880624,0.0613388816795289,"up"
"ATP1B4",-0.320320763272867,0.0919968270489013,0.000497929986605732,7,32.9237680755982,0.0613427280491347,"down"
"FHIP1B",0.042402084873032,0.0121762610184537,0.000497021043464866,3,0,0.0613427280491347,"up"
"KRT18P2",-0.232299796843608,0.0668166729525834,0.000507674486254093,1,NA,0.0618679177952697,"down"
"LCN2",0.760331997757055,0.218701275702613,0.00050785687784338,9,91.1851275559487,0.0618679177952697,"up"
"LOC389831",0.698930331757662,0.200984248286307,0.000506041588410828,2,0,0.0618679177952697,"up"
"ITPR1",0.274679055955079,0.0790431581976325,0.000510755031935307,10,0,0.0619905273945186,"up"
"RPL21P51",-0.199479318268087,0.0574362520611216,0.000514568029857049,2,0,0.0622228573373265,"down"
"APOL2",0.0309874625199204,0.00893155926748565,0.000521554645460407,6,0,0.0626199110487002,"up"
"RPL21P120",-0.250466953950443,0.0721937093615852,0.00052167335112283,2,0,0.0626199110487002,"down"
"ADAMTSL2",0.434855960299462,0.125379285707167,0.000523715845376434,4,4.92140258587445,0.0626356505583422,"up"
"ABCB1",0.208309049482629,0.060234872823496,0.000543636284827106,9,0,0.06441189396958,"up"
"TIMM23B",0.486268353752418,0.140563539796578,0.000541339590205923,3,0,0.06441189396958,"up"
"TRBC2",-0.0690795018829958,0.0199774729284822,0.00054446428530893,2,0,0.06441189396958,"down"
"ARNTL",0.288261431403481,0.0834746359172595,0.000553810372531403,7,0,0.0650479064797638,"up"
"SAP25",1.3320278520784,0.385674777028137,0.000552830532957564,4,0,0.0650479064797638,"up"
"TRUB2",0.162191078905861,0.0469949714910487,0.000558010363057456,9,0,0.0653071414192602,"up"
"ADAMTSL5",-0.180016514405869,0.0522034539517766,0.000563993289043687,9,0,0.065307632798451,"down"
"C3orf62",-0.00857780508157571,0.00248647060309558,0.000561019731175733,9,0,0.065307632798451,"down"
"SRRM3",0.245221368943889,0.0710971909179167,0.000562456965238986,3,0,0.065307632798451,"up"
"TRMT1L",-0.206217514831997,0.0598550262533636,0.000570461430786556,9,0,0.0658240179115333,"down"
"RGS9BP",-0.771870482388652,0.22412844520694,0.000573439493927593,5,0,0.0659354814596744,"down"
"RPS15AP17",-0.379494116071606,0.110328058521413,0.000582384809004536,2,0,0.0667298957730022,"down"
"CPSF7",0.0613289855582478,0.0178529639080228,0.000592057428265636,7,0,0.0675565543755528,"up"
"DMD",0.181220713470433,0.0527653245879128,0.000593722540743339,8,0,0.0675565543755528,"up"
"BCL11B",-0.0792270892860059,0.0231102933961704,0.000607560716032063,9,0,0.0686543609116231,"down"
"RTL8A",0.333503856960569,0.0972679390852355,0.00060645023232363,3,0,0.0686543609116231,"up"
"SLC6A13",0.251953263937017,0.0735984397033981,0.000618542386859719,7,0,0.0696550997161272,"up"
"LCE1A",-0.251950022125822,0.0736582547492979,0.000625000156069965,1,NA,0.06968391637709,"down"
"PCA3",-3.13712521620953,0.917115269333645,0.000624729588132971,2,0,0.06968391637709,"down"
"WDR4",0.200599915636602,0.0586472396154885,0.000625177644640356,9,0,0.06968391637709,"up"
"SDK2",-0.422841121484284,0.12382660132339,0.000638325632365572,4,0.475388463875366,0.0709082405851518,"down"
"DMXL2",0.0626323248883828,0.0183589884844618,0.000645982965135653,4,0,0.071516424890187,"up"
"PAPSS1",0.0199431358572579,0.00584872155160427,0.000650038059479681,9,0,0.0717230545762597,"up"
"MRM1",-0.243063659381108,0.0713612416752924,0.000658975833778886,8,0,0.0724652284326647,"down"
"LYG1",0.352437110854304,0.103543004425501,0.000664614254895005,5,0,0.0725980304430311,"up"
"S100PBP",0.200812613832621,0.0589897089139234,0.000663587785168976,9,19.832685894097,0.0725980304430311,"up"
"ZSCAN20",-0.245465721589756,0.0721787458502245,0.000671881395615128,6,0,0.0731480177219527,"down"
"C19orf48",0.603108704191081,0.177456671463705,0.000677254729427621,2,0,0.0732463283278652,"up"
"PNLIPRP3",2.28118588494882,0.671205276009363,0.000677215029237723,2,0,0.0732463283278652,"up"
"FRG1",0.22164178759591,0.0653700922075112,0.000697477746023865,8,0,0.0740167433167487,"up"
"LINC01790",-1.92372568713217,0.567278493993027,0.000696003453168326,1,NA,0.0740167433167487,"down"
"MTRNR2L2",1.73924902238794,0.512632390160936,0.000691871309999616,1,NA,0.0740167433167487,"up"
"TEX12",-0.187708268426294,0.0553266236788729,0.000691999359495373,6,0,0.0740167433167487,"down"
"TRAV12-2",0.0174478899961114,0.00514485188774825,0.000695543253412589,2,0,0.0740167433167487,"up"
"ZNRF1",-0.130214704321429,0.0384069882857419,0.000697930231457899,7,0,0.0740167433167487,"down"
"SAPCD2",0.207218935405581,0.0611511225135877,0.000702410179582252,4,0,0.074251553499711,"up"
"PALM",-0.20422908611341,0.0603314389907884,0.000711474644121032,9,0,0.0749679231120458,"down"
"MAU2",0.0441124546545886,0.0130430194587209,0.000719408093356514,8,0,0.0755609077541441,"up"
"IGF2-AS",-0.58921327563093,0.174393446616145,0.000728444178033387,1,NA,0.0762655454126329,"down"
"HOXB1",-0.194170267515591,0.0575315235429213,0.000738092779788682,5,0,0.0765420898534023,"down"
"TUBB8B",0.472245881360967,0.139907392874972,0.000737037497798048,1,NA,0.0765420898534023,"up"
"ZNF92",-0.363694877228811,0.107752381111996,0.000737395784100968,4,0,0.0765420898534023,"down"
"BMERB1",-0.50352848575895,0.149322649010949,0.00074601745713664,2,0,0.0771198488024218,"down"
"TMEM87A",0.0970380537182973,0.0288151978820747,0.000758255855054834,8,0,0.0781385043086381,"up"
"RPS10P10",-0.301960097760114,0.0896953644792919,0.000761265720110955,1,NA,0.0782027512477617,"down"
"RESF1",0.0634406355972697,0.0188495111070759,0.000763667873750941,3,0,0.0782043631963073,"up"
"MCM5",-0.0107527855924601,0.00319741188782532,0.000771100239155799,9,0,0.07847501502216,"down"
"ZC4H2",0.260255692438634,0.0773735583348144,0.000769257847097045,6,0,0.07847501502216,"up"
"PRKCD",0.340857507786575,0.101442213089366,0.000779100183857877,9,76.8046250952344,0.0790436935759215,"up"
"RNF31",0.278954355445943,0.0831036941567556,0.000788780129205691,4,0,0.0797787803520695,"up"
"PRRT1B",-5.06569169991096,1.51022149935993,0.000795744792502345,1,NA,0.0802355595393903,"down"
"ZNF410",0.206547490056258,0.061678835636641,0.000811746838791306,7,0,0.0815979874453714,"up"
"CIRBP",0.555731294628209,0.166109883601912,0.000821153204766772,9,89.6203726907182,0.0822911025082787,"up"
"BHLHE40-AS1",-0.999570417579194,0.29904813053279,0.000830253132810455,2,0,0.082949375494508,"down"
"P3H1",0.401661416244781,0.120307422742602,0.000841940217428109,3,0,0.0838613401979305,"up"
"AFF4",0.0570595710625035,0.0170952090379511,0.000844590443751442,8,0,0.0838703904294992,"up"
"FAM66C",-1.44734403494269,0.434012294521582,0.00085360885606311,2,0,0.0845098556289671,"down"
"FAM160B1",0.246004692086623,0.0738078155541314,0.00085901375890866,3,0,0.0845707496626906,"up"
"MROH7-TTC4",-1.07169061773791,0.321546710667076,0.00085938540243137,2,0,0.0845707496626906,"down"
"FHIP1A",0.90360571971908,0.27138693230367,0.000869756725336021,2,0,0.0850803817589893,"up"
"RAET1E-AS1",-0.848165330267292,0.254689594113884,0.000867860186256141,1,NA,0.0850803817589893,"down"
"RPL7AP80",-0.0193076923076923,0.00580275891476493,0.00087682552461465,1,NA,0.0855165846476848,"down"
"USP7-AS1",-0.0566153846153846,0.017062239770995,0.000906098425621581,1,NA,0.0881093335537662,"down"
"MMP25",0.0330523992178186,0.0100021566735818,0.000951367291298248,6,0,0.0920037578484106,"up"
"PPARGC1A",-0.51201471883838,0.154948875816191,0.000951763012224937,8,40.9891538484914,0.0920037578484106,"down"
"PPP2R3B",-0.479070396886229,0.145188513977818,0.000968075762694527,2,0,0.0933054198338225,"down"
"MOSMO",-0.277077202485368,0.0839956432991928,0.000971304703865096,3,0,0.0933420972013466,"down"
"DCHS1",0.226834466077477,0.0688127706469184,0.000979322239236519,6,0,0.0934125955582864,"up"
"HNRNPU-AS1",4.94137315628837,1.49847890502183,0.00097517465223172,1,NA,0.0934125955582864,"up"
"TMEM30B",-0.211244037659585,0.0640903055840372,0.0009805899564251,8,0,0.0934125955582864,"down"
"MRPL45",-0.194389664694612,0.059005071514173,0.00098612067753627,7,0,0.0934728130819088,"down"
"RP11-299J3.8",4.60419529753821,1.39765565630096,0.000986926863788235,1,NA,0.0934728130819088,"up"
"FUBP1",0.175770442205289,0.0534016844256216,0.000996625924113372,10,40.0317774352536,0.0938489411873426,"up"
"ZMYM2",0.0776061031078219,0.0235754271871523,0.000995406936892508,6,0,0.0938489411873426,"up"
"LOC102724163",-0.188736136391502,0.05736519206506,0.0010015849705089,2,0,0.0940456718727126,"down"
"NNAT",0.531688587364514,0.161817881024009,0.00101721314370293,8,0,0.0952402134832714,"up"
"AAED1",-0.276354989025726,0.0841572291585544,0.00102419821234125,5,0,0.0956210125880993,"down"
"WHRN",0.181546278513132,0.055367830280899,0.00104207890105379,3,0,0.0970139931463996,"up"
"EDA",0.236247602128159,0.0721185211231852,0.00105354090501005,3,0,0.0978032165925762,"up"
"PLEKHG1",0.517419655731082,0.158097509433396,0.00106492262146689,6,0,0.0985805488855081,"up"
"BICRAL",-0.20734708849823,0.0633703825748967,0.00106794364108382,3,0,0.0985817270938505,"down"
"CAVIN4",-0.518045056948405,0.158451610274871,0.0010776774201018,1,NA,0.0989229385342745,"down"
"RPL9P8",0.654786333016886,0.200270854167514,0.0010773626305362,2,0,0.0989229385342745,"up"
"OSBP2",-0.276336914034191,0.0846214128157012,0.00109245062870597,7,36.9492881692348,0.0998491032041264,"down"
"RAET1E",-1.19890571781985,0.367176605248205,0.00109386109399699,1,NA,0.0998491032041264,"down"
"SNX32",0.321131401611019,0.0983868546670265,0.00109864139290937,5,0,0.100006884571222,"up"
"ALKBH3",0.223608323427922,0.0686266810915799,0.00112070290340783,5,0,0.10170975480076,"up"
"ARMCX6",0.431498946528966,0.132458841820194,0.00112355603411276,5,0,0.10170975480076,"up"
"MCCD1",3.70390168941598,1.1384853147155,0.00114049223748682,1,NA,0.102958486563204,"up"
"NAV1",0.239377975880262,0.0737198984253888,0.00116575784183403,6,5.21990171239282,0.104858376269182,"up"
"STRIP1",0.176187662736416,0.0542684156236315,0.00116793736155787,4,0,0.104858376269182,"up"
"B3GALNT1",-0.268489516915019,0.0827948275106767,0.00118348972479264,10,0,0.105675635644291,"down"
"DNAAF9",-0.433261952124773,0.133596397879842,0.00118250763980624,3,0,0.105675635644291,"down"
"OTULIN",-0.160734888454335,0.049614294882792,0.0011966010861404,3,0,0.106556026067448,"down"
"DHX30",0.198044530134144,0.0611889991673945,0.00120961343879604,8,12.6667037241487,0.107184448378869,"up"
"FBXL22",0.59250723259089,0.183072331476254,0.00121019975282825,2,0,0.107184448378869,"up"
"DHX15",0.124954328775275,0.0386443666455302,0.00122308051191554,8,2.54538559102646,0.108033284030923,"up"
"KLK8",-0.334230325030193,0.10345961306101,0.00123557004389027,5,0,0.108843092307215,"down"
"RP11-138I1.4",3.09848104974312,0.959363734148901,0.00123909333504547,1,NA,0.108860827317534,"up"
"CEACAM3",0.0798242432934763,0.0247448810086826,0.00125581982623591,3,0,0.110035336111633,"up"
"RBKS",0.187826277563753,0.0583519532793442,0.00128705079578094,9,0,0.112471078873977,"up"
"MIR497HG",0.380122342693445,0.118200803245628,0.0013003468062375,2,0,0.113330757554263,"up"
"LBX1-AS1",0.354456846097257,0.110269087730592,0.00130684861448056,1,NA,0.11359530264331,"up"
"CCN4",0.384286399233711,0.119802438992483,0.0013381607475795,2,0,0.114704786049951,"up"
"H19|LOC102724852",0.459780463628637,0.143257923364119,0.00132984907319798,1,NA,0.114704786049951,"up"
"MYBPC1",-0.216400957747991,0.0674741408484681,0.00134048326080324,4,0,0.114704786049951,"down"
"RPS10P27",-0.33038491539763,0.102957109224364,0.00133217508017352,1,NA,0.114704786049951,"down"
"S100A2",0.843961897548,0.263123196930653,0.00133904245038313,3,19.0529241617555,0.114704786049951,"up"
"ZNF528-AS1",0.814008470168386,0.25381127965011,0.00134061437464544,2,0,0.114704786049951,"up"
"ASNSD1",-0.146000980428195,0.0455369816726102,0.00134497290093654,8,12.6060341317944,0.11477802594711,"down"
"FXYD2",-0.84110194848007,0.26241200787828,0.00134934746270339,4,0,0.114852250266987,"down"
"CTD-2509G16.2",3.77119159502403,1.1775952162102,0.00136263231860592,1,NA,0.115682541659886,"up"
"TBK1",0.284726212923972,0.0889760681539565,0.00137412610995351,9,59.8517188441133,0.116356880163247,"up"
"GADD45GIP1",-0.0366229589263266,0.011447732476821,0.00137835707394119,9,0,0.116414333281064,"down"
"CYTH4",0.0602169388464517,0.0188433595256224,0.00139512213243154,5,0,0.116935830475076,"up"
"RPS10P31",-0.347165106722585,0.108637296948322,0.00139523679327906,1,NA,0.116935830475076,"down"
"SPTBN5",0.202388178011635,0.0633118110233609,0.00139014659067586,6,0,0.116935830475076,"up"
"MINOS1",-0.286964173084268,0.0898616942786562,0.00140608903083865,5,0,0.117245642596902,"down"
"SRPX",-0.274679124979454,0.0860112086303138,0.00140546148980478,7,0,0.117245642596902,"down"
"SEPT8",-0.370981214476084,0.116239058165998,0.00141518154736707,4,0,0.117406327360048,"down"
"TTC28",0.20833531489047,0.0652629649340107,0.00141171972762152,9,0,0.117406327360048,"up"
"GARIN1A",0.342112422067662,0.1072743175543,0.00142698568970485,3,0,0.117561169425376,"up"
"MPHOSPH8",0.0313020650878084,0.00981471661764395,0.0014261832122864,8,0,0.117561169425376,"up"
"NPAT",-0.165591056031239,0.051926199341946,0.001427810357989,6,0,0.117561169425376,"down"
"MAP4K4",0.165421318089629,0.0520653046994668,0.00148710042843052,9,0,0.122136042705935,"up"
"FGA.1",-2.43651304844875,0.769401346394187,0.00154144971243439,1,NA,0.125343193738151,"down"
"LINC01857",-0.0235384615384615,0.00743198980672762,0.00153924152006571,1,NA,0.125343193738151,"down"
"PRRT4",-0.839471088414146,0.264935183972413,0.00153180088121231,3,0,0.125343193738151,"down"
"SRCAP",0.17852972534608,0.0563732543527824,0.00154061391478693,8,24.7390281741532,0.125343193738151,"up"
"CCDC112",-0.284865653806617,0.0900875648243432,0.00156637167325383,6,0,0.126041277016179,"down"
"ENDOU",-0.154291788057255,0.0488134342288183,0.00157311206285069,7,0,0.126041277016179,"down"
"HNRNPDL",0.131317101621738,0.0415070714384209,0.00155762067814699,9,39.9262409924961,0.126041277016179,"up"
"KCNQ3",-0.265631018495934,0.0840313391910567,0.00157177404112522,4,0,0.126041277016179,"down"
"LOC652276",-0.564156644812756,0.178412016889839,0.00156635745877417,1,NA,0.126041277016179,"down"
"MTRNR2L6",1.42174648953749,0.449712767764514,0.00156983298321271,1,NA,0.126041277016179,"up"
"ANKRD13B",0.250970051259512,0.0794716127943144,0.00158864485431141,5,0,0.126666403590718,"up"
"LOC154761",-0.99271568652451,0.314282067037146,0.00158486777068264,1,NA,0.126666403590718,"down"
"CTC-321K16.1",1.46537796020026,0.464685256890346,0.00161333551737379,1,NA,0.128322827437716,"up"
"CYP2F1",0.410989496674931,0.130397752155898,0.00162259444194873,5,0,0.128746779328474,"up"
"NOP2",0.196120271023011,0.0622945824428814,0.00164238958880317,7,0,0.130002673490531,"up"
"LRCH1",0.128335032233367,0.0407978329743429,0.00165727510635423,5,0,0.130864831892116,"up"
"WSB1",0.208892826140891,0.0664319094718059,0.00166390711705372,9,32.7546335190733,0.131072683235217,"up"
"FAM26E",2.9808350034447,0.950197491021887,0.00170646017170927,2,0,0.133781578533284,"up"
"SYT9-AS1",-1.23990434538494,0.395210468729878,0.00170496047273811,2,0,0.133781578533284,"down"
"LMO7",0.240726433224912,0.076777271239639,0.00171627724523271,8,3.49401706177648,0.134230084310921,"up"
"SGO1",0.177629117506357,0.0566860035816106,0.00172698318143833,3,0,0.134745806799367,"up"
"RPL10AP3",-0.218118283199512,0.0696736627071136,0.00174467371818249,1,NA,0.135802749987744,"down"
"ARID1A",0.166157831905359,0.0530879377823754,0.00174889419009246,9,15.859610700248,0.135808679169028,"up"
"MXRA8",0.335480315779859,0.10724240556884,0.00175854663284394,8,45.8348948459384,0.136235397537343,"up"
"ANAPC7",0.146201005066954,0.0467856775248719,0.00177859810418491,9,0,0.137411632913305,"up"
"RBM39",0.129515966134714,0.0414540219045433,0.00178211608142064,8,29.3415119072227,0.137411632913305,"up"
"LOC100132249|LOC105376060",0.840372267396656,0.269061350262673,0.00178806111429684,1,NA,0.137546391350956,"up"
"USP47",-0.131838946715707,0.0422427551248544,0.00180248061166602,8,0,0.138330889096711,"down"
"MX1",0.0134399077975155,0.00430881946403724,0.00181365948010457,3,0,0.138863600848193,"up"
"PIK3CB",-0.237228853781628,0.0761401250010222,0.00183516490639793,5,0,0.140182643316224,"down"
"CASP9",0.0321048399476083,0.0103079215204402,0.00184207375838381,8,0,0.140302888539421,"up"
"GAK",0.155651783944319,0.049983507990066,0.00184530195180014,10,0,0.140302888539421,"up"
"AJM1",0.427621824209966,0.13735128130281,0.00184980104640265,1,NA,0.140319398820868,"up"
"COX19",-0.292291496607628,0.0939439017006527,0.00186239849237481,9,67.1119474233005,0.140948726547627,"down"
"FAM53C|LOC100128966",-0.237939019166268,0.0765011990533717,0.00186919422021862,2,0,0.141137084323881,"down"
"ERBB3",0.227993040939693,0.0733214617064494,0.00187404667272444,7,27.6914055339872,0.141178182678574,"up"
"ST7-AS1",0.440602828707449,0.141939373635123,0.00190818732239303,3,0,0.143420409529403,"up"
"NPFFR1",-0.256468212782222,0.0826761153912568,0.00192163751681869,3,0,0.143999474677028,"down"
"ZNF599",0.302600145703611,0.0975621197202989,0.00192468019250955,3,0,0.143999474677028,"up"
"NLRP2B",-0.241470878097841,0.0779327705005376,0.0019453507417942,1,NA,0.145214450589057,"down"
"SMCO2",0.62807586792249,0.202902503359042,0.00196510211366326,4,0,0.146023574296474,"up"
"TEAD1",-0.176287696408854,0.0569475093445506,0.00196403656620287,7,0,0.146023574296474,"down"
"A1BG",0.455561926776521,0.147456818205587,0.00200520773684984,5,0,0.148177101684685,"up"
"RNPS1",0.144813531917747,0.0468788966027944,0.00200764824986268,7,10.3425015241792,0.148177101684685,"up"
"SLC17A9",-0.150402181304869,0.0486724411349662,0.0020009643842306,9,0,0.148177101684685,"down"
"BPGM",-0.0776461557819361,0.0251675041930744,0.00203432389914697,9,0,0.148525547935666,"down"
"DENND6B",-0.0347162518604906,0.0112525326172259,0.00203419072857298,5,0,0.148525547935666,"down"
"HYCC2",0.0244615384615385,0.00792896474155172,0.00203493274211657,1,NA,0.148525547935666,"up"
"OR7C1",-3.5791501377243,1.16015137816911,0.00203503115725097,3,0,0.148525547935666,"down"
"UPF3A",0.25347449956787,0.0821037661447945,0.00202020536325549,6,0,0.148525547935666,"up"
"SNORA12",-0.0249230769230769,0.00809572627783024,0.00208012449742832,1,NA,0.151479288401613,"down"
"HLA-A.1",-0.717395712789842,0.233229466611181,0.00209852537144205,1,NA,0.151693222924106,"down"
"JSRP1|LOC105372240",-0.232776652761588,0.0757199724487219,0.00211083642518744,2,0,0.151693222924106,"down"
"MIR34AHG",-1.37161368466694,0.445842454763687,0.00209478809143788,1,NA,0.151693222924106,"down"
"PGBD5",0.288460107715883,0.0937890229401071,0.0021006002395078,4,0,0.151693222924106,"up"
"PRPF40B",0.142903279328105,0.046477586050819,0.00210734978100193,7,0,0.151693222924106,"up"
"SPP2",-0.158776587100397,0.0516425263170029,0.00210833275203534,6,0,0.151693222924106,"down"
"FEZ1|STT3A-AS1",0.315437922237971,0.102645696731434,0.00211865248496246,2,0,0.151879064329743,"up"
"NCMAP",0.434769113682937,0.141533059886887,0.00212732653424937,5,0,0.151879064329743,"up"
"SLIT1",-0.167987070080597,0.0546758153875004,0.00212330721467294,9,0,0.151879064329743,"down"
