"pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge"
"GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE",1,1,-0.183761853040098,-0.54546280762806,87,196,"TAFA3,PPARA,SOCS3,SAA1,METRNL,NR1D1,KLF4,KRT1,PTGIS,OTULIN,DSG2,AHR,SYK,IL13RA2,MFHAS1,IL2,GPR31,IL1RL2,MAPK14,NR4A3,SOCS5,SMAD3,CD200R1,NR1D2,NPY,NLRC3,TEK,ISL1,VPS35,GHSR,NDFIP1,CD200,RPS19,TNFRSF1B,HCK,PROC,IL12B,NPY5R,LRFN5,IL1R1,IL1RN,AOAH,IL37,PTPRC"
"GOBP_NEGATIVE_REGULATION_OF_INNATE_IMMUNE_RESPONSE",1,1,-0.202754172302289,-0.551971758417687,492,94,"PIM1,KIR2DL4,ADAR,CR1,CD96,HLA-G,NECTIN4,CACTIN,GRB2,NLRC5,MMP12,DHX58,CEACAM1,NLRC3,NMI,SERPINB9,RPS19,DNAJA3,OAS3,USP18,ATG5,CRK,SAMHD1,KLRD1,TYRO3,PARP14,ZDHHC18,LYAR"
"GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_10_PRODUCTION",1,1,-0.171850487688425,-0.358759605475539,1897,21,"PRG2,IL12B,PDCD1LG2,CD274,BTK,IL23R,JAK3,IDO1,EPX,TNFRSF21,FCGR2B,FOXP3,IL23A,LILRB4,LILRB1,TYROBP,AGER,TRIB2,VSIR,THBS1,DLL1"
"GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY",1,1,-0.165692567163753,-0.465665517313834,412,108,"ELL3,PRKN,PIK3CB,ACKR3,PTGS2,USP47,CD74,DDIAS,NME5,PPIF,CLU,PINK1,BCL2,DNAJA1,WNT1,TAF9,FGF2,TAF9B,MAPK8IP1,FIGNL1"
"GOBP_NEGATIVE_REGULATION_OF_KINASE_ACTIVITY",1,1,0.175778570787522,0.341297498501274,9367,78,"ADIPOQ,GADD45A,AGT,ZFYVE28,PPIA,MEN1,ZGPAT,DEFB114,TFAP4,PDCD4,RASIP1,HNRNPU,NPM1,INCA1,AKT1S1,TARBP2,HIPK3,SFN,ERRFI1,CEP43,AIDA,YWHAG,SRCIN1,MYCNOS,RB1,VPS25"
"GOBP_NEGATIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS",1,1,-0.217069151631417,-0.610055239758707,412,108,"MALRD1,UGT1A1,SIK1,ERLIN2,HCAR1,PROX1,ENDOU,APOC2,CYP7A1,SORL1,ATP1A1,ANGPTL4,GPLD1,BRCA1,CEACAM1,APOBEC1,KLHL25,UGT1A3,HCAR2"
"GOBP_NEGATIVE_REGULATION_OF_LOCOMOTION",1,1,0.209164076594364,0.428245731815873,9985,334,"NBL1,MIR146A,KLRC4-KLRK1,IFITM1,KLRK1,ADIPOQ,TNN,SRGAP2B,GADD45A,CDH11,MMP28,DPEP1,FOXO3,HMGB1,APOE,COL3A1,SERPINE1,MAPK15,IGFBP5,GSK3B,CD63,APOH,ZEB2,LIMCH1,DLG5,JUP,TGFB1,GSTP1,ROBO2,VCL,MEF2C,TP53INP1,RGCC,CLDN5,ABCC8,ZMYND8,MMRN1,APOD,ADAM15,CTNNA1,NF2,LRCH1,SEMG2,MITF,SIN3A,CFL1,TGFBR1,PTPN23,THBS1,GTPBP4,CYP19A1,CX3CL1,PTPRU,LRP1,OGT,SEMA5A,HMOX1,PADI2,MCTP1,CYGB,MECP2,CNN2,BRMS1,RABGEF1"
"GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION",1,1,0.253166965679223,0.512694679376256,9882,184,"TARM1,IFNL1,LGALS9C,GPNMB,BANK1,LGALS3,SCRIB,HMGB3,HMGB1,LAX1,DLG5,TGFB1,ID2,ILDR2,CBLB,LGALS1,VTCN1,PLA2G5,ADORA2A,ARG2,GLI3,PKN1,PLA2G2A,PTPN11,MDK,PAWR,HLA-E,PRKAR1A,VSIG4,PARP3,ZBTB7B,PSMA7,PSMA3,PSMA2,SOX11,PSMB4,ATM,VSIR,PSMB1,FBXO7,CEBPB,PSMB3,PELI1,LGALS9,FYN,HFE,SOCS6,PAG1,BTN2A2,MICA,MAD1L1,PSMB8,GAL,LAG3,PSMB2,PGLYRP2,HLX,IL10"
"GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION",1,1,-0.200023904619866,-0.524387372339921,659,74,"INHBA,ZC3H8,SOCS1,NRARP,PSMB10,ANXA1,CR1,BCL6,IL2,IRF1,CD74,IHH,TBX21,SOCS5"
"GOBP_NEGATIVE_REGULATION_OF_MAPK_CASCADE",1,1,0.191478726793071,0.386637635185581,9849,166,"ADIPOQ,DUSP29,TRIB3,PRKCD,PRDM15,PER1,UCHL1,EIF3A,GPS2,APOE,AGT,RGS2,NDRG2,QARS1,LAX1,PPIA,SPRY3,GSTP1,MEN1,IGF1,PHB1,ATF3,DEFB114,NF2,PDCD4,LEMD2,TAOK3,PIK3R2,ASH1L,PRMT1,SH2B3,SBNO1,ABCA7,RANBP9,NCOR1,WNK2,HIPK3,SPRY2,FOXO1,ERRFI1,PBK,AIDA,BTN2A2,ABL1,DUSP4,PAFAH1B1,PPARG,SPRED1,PPP5C"
"GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE",1,1,0.213180334412743,0.434455846025092,9951,237,"CDKN1A,TICRR,BRINP2,TREX1,GPNMB,DGKZ,MDC1,SCRIB,TPR,CACNB4,XPC,SETMAR,ZFP36L1,ZWINT,CTDSPL,TAOK2,DYNC1H1,MAD2L2,FOXC1,CDK1,BTG3,RGCC,NDC80,INIP,IK,RBL2,NOP53,BIRC5,RFPL1,NEK11,GIGYF2,DYNC1I2,TAOK3,ATF2,CENPF,GTPBP4,PPP1R10,CDC6,HUS1B,DYNLRB1,CTNNB1,ZNF207,NUF2,BLM,EZH2,CDC73,BARD1,NABP2,E2F7,KNL1,CDC14B,ATM,FAM107A,ANGEL2,GAS1,FBXO7,PML,RBBP8,CDKN2D,ZNF830,BTN2A2,ABL1,BMP7,CHEK1,MUC1,MAD1L1,CHFR,TOPBP1,DYNC1LI1,PRMT2,RAD9B,TP53,EME2,RB1,DYNC1I1,RAD50,ATR,IL10,DYNLT3,DYNLRB2,BUB1,ZNF655,TTK,CDK5RAP2,CCNB1,KNTC1,DYNLT1,RAD17,SPC24,CDK5RAP3,MBTPS1,SYF2"
"GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION",1,1,0.217114592691183,0.439951319954594,9888,186,"CDKN1A,TICRR,TREX1,GPNMB,DGKZ,TPR,CACNB4,ZFP36L1,ZWINT,CTDSPL,TAOK2,DYNC1H1,MAD2L2,CDK1,RGCC,NDC80,INIP,IK,RBL2,NOP53,BIRC5,RFPL1,GIGYF2,DYNC1I2,TAOK3,CENPF,GTPBP4,CDC6,HUS1B,DYNLRB1,ZNF207,NUF2,BLM,EZH2,CDC73,BARD1,NABP2,E2F7,KNL1,CDC14B,ATM,FAM107A,FBXO7,RBBP8,CDKN2D,ZNF830,BTN2A2,CHEK1,MUC1,MAD1L1,CHFR,TOPBP1,DYNC1LI1,PRMT2,TP53,RB1,DYNC1I1,RAD50,ATR,DYNLT3,DYNLRB2,BUB1,ZNF655,TTK,CDK5RAP2,CCNB1,KNTC1,DYNLT1,RAD17,SPC24,CDK5RAP3,MBTPS1,SYF2"
"GOBP_NEGATIVE_REGULATION_OF_MOLECULAR_FUNCTION",1,1,-0.180344931617292,-0.554155838786303,22,290,"TCAF2,ID1,PRKN,SIK1,AURKA,PAQR3,PLN,TNNC1,NLRP2B,THY1,FOXS1,PIM1,TRAF3,CRHR1,IL11RA,MAD2L1,OTULIN,ID3,DUSP7,MAPK8,ADAR,CR1,HMGA2,SH3BP4,ERBIN,NR0B2,KCNE2,COMMD7,BCL3,DBNDD2,CACTIN,SLN,PPM1E,EFHB,NLRC5,RSF1,RWDD3,KCNE3,SOCS5,ECM1,RNF2,CEACAM1,NLRC3,XIRP1,EDNRB,GCKR,TCEAL7,MTURN,WAPL,CFHR5,PKHD1,DNAJA1,CAMK2A,ESR1,SERPINB1,NPRL2,ACP4,DTX3L,PRDX3,CARD18,CEP85,KCNQ1"
"GOBP_NEGATIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS",1,1,-0.252504678269627,-0.71697979149935,317,122,"A1CF,NOCT,TENT5C,RBM38,TENT5B,PKP1,TOB1,MAPKAPK2,ADARB2,METTL14,MAPK14,ZAR1,BOLL,RBM47"
"GOBP_NEGATIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT",1,1,-0.222475036197028,-0.638455704153705,233,137,"ELAPOR2,DAAM2,THY1,TRAK2,SEMA3G,PITX3,NR1D1,PRTG,SLIT1,SEMA4F,HMGA2,MCF2,PTEN,WNT5A,EPHA7,DPYSL5,SORL1,CLSTN3,LIN28A,SYT4,SEMA6C,NKX6-2,TRPC5,PAX6,TRIM46,F2,EFNB3,NFATC4,RNF10,IGDCC4,RAPGEF2,GPR37L1,DCC,HES1,NTRK3,BRINP1,RYK,BMPR1A,CCL11,DIP2B,IL6,MAP2,ATOH1,TLX2,CDH1,TREM2,SKI,DRAXIN"
"GOBP_NEGATIVE_REGULATION_OF_NEURON_APOPTOTIC_PROCESS",1,1,0.215866140442467,0.436529620270338,9859,173,"FAIM2,NES,LCN2,JUN,NDNF,MT3,PCDHGC4,KIF14,TERT,ERBB3,GDNF,CITED1,BTG2,UNC5B,PCDHGC3,MEF2C,PLXND1,GCLC,NONO,SET,VPS54,RASA1,NTRK2,AARS1,ADORA2A,AMBRA1,GBE1,CD2AP,HTRA2,CLN3,CX3CL1,SYNGAP1,CTNNB1,MDK,EN1,CPEB4,MECP2,GRINA,NTRK1,TMBIM1,FBXO7,CEBPB,KRAS,TFAP2D,HIF1A,ATF4,FYN,GCLM,PARK7,BRAF"
"GOBP_NEGATIVE_REGULATION_OF_NEURON_DIFFERENTIATION",1,1,-0.219162381802164,-0.575979346988189,733,70,"CNTF,IRX3,DIXDC1,TLX3,NEPRO,SOX3,ISL1,PAX6,HEY1,NOTCH3,GPR37L1,LMX1A,GDF11,SOX9,ZHX2,CNTN2,HES1,CALR,NKX2-2,CNTN4"
"GOBP_NEGATIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT",1,1,-0.2594719191564,-0.740220224797341,278,129,"MINAR1,PAQR3,THY1,TRAK2,SEMA3G,SPOCK1,STMN2,KREMEN1,SLIT1,SEMA4F,EFNB2,MCF2,TSKU,PTEN,WNT5A,ADAM17,EPHA7,AMIGO3,INPP5J,MGARP,SEMA6C,GRM5,NLGN1,TRIM46,EFNB3,EFNA1,ACP4,DCC,LPAR1,ZNF296,RTN4RL1,HES1,FAT3,GFAP,RYK,DIP2B,MAP2,RIT2"
"GOBP_NEGATIVE_REGULATION_OF_NUCLEAR_DIVISION",1,1,-0.216580793836209,-0.567793302480026,659,74,"HASPIN,FBXO43,MAD2L1BP,MAD2L1,NME6,HORMAD2,MTBP,RPS6KA2,DUSP1,DYNLL2"
"GOBP_NEGATIVE_REGULATION_OF_ORGANELLE_ORGANIZATION",1,1,-0.201280194980929,-0.618767957802737,11,365,"GAS2L2,IFI6,MAP6D1,TBC1D30,BMERB1,DNAI3,HASPIN,PRKN,PATL2,FZD9,CAV3,FEZ2,TFRC,TPX2,OMA1,LMOD1,STMN2,ACAA2,AVIL,SPEF1,SSH1,MYOC,CORO2B,FBXO43,MAD2L1BP,MKKS,MAD2L1,MTM1,WDR47,NME6,SPTBN2,HORMAD2,OAZ3,STYXL1,MTBP,RPS6KA2,DUSP1,LUZP1,RAB10,DYNLL2,CLSTN3,PIK3CA,INPP5J"
"GOBP_NEGATIVE_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_PROTEIN_KINASE_B_SIGNAL_TRANSDUCTION",1,1,-0.185359848061696,-0.479525148839098,830,64,"PPARA,PIK3CB,PIK3IP1,KLF4,MTM1,THEM4,PTEN,EPHA7,HLA-G,PLK3,PIP5KL1,NLRC3,SERPINE2,PKHD1"
"GOBP_NEGATIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS",1,1,-0.18546178096389,-0.545095166247075,146,169,"ACTN3,PPARA,PRKN,PAQR3,PID1,NLRP2B,INHBA,THY1,TRIM63,KLHL31,DUSP7,ADAR,TTC36,FBP1,PTEN,PGK1,SLC4A1,DBNDD2,CACTIN,RASSF2,PPM1E,SOCS5,CEACAM1,ALDOB,GCKR,DNAJA1,NPRL2,ACP4,PRDX3,CEP85,INSM1"
"GOBP_NEGATIVE_REGULATION_OF_PHOSPHORYLATION",1,1,-0.162883541148514,-0.462739847815114,285,126,"PRKN,PAQR3,NLRP2B,INHBA,THY1,KLHL31,DUSP7,ADAR,TTC36,PTEN,DBNDD2,CACTIN,RASSF2,PPM1E,SOCS5,CEACAM1,GCKR,DNAJA1,NPRL2,ACP4,PRDX3,CEP85,INSM1"
"GOBP_NEGATIVE_REGULATION_OF_POST_TRANSLATIONAL_PROTEIN_MODIFICATION",1,1,-0.221352720623009,-0.599688103750771,534,90,"MINAR1,PABPN1L,CEP78"
"GOBP_NEGATIVE_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS",1,1,0.219607481624195,0.419208091686443,9152,63,"F8A3,PANO1,MAP1A,FBXO32,DDRGK1,HSP90AB1,TLK2,BAG6,CSNK2A2,KAT2A,NOP53,USP5,OGT,SMARCC1,USP7,F8A1,PSME3IP1,PARK7,HFE,PBK,LAMP3,SGTA"
"GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS",1,1,-0.257478546679824,-0.731671658197275,304,124,"SERPINB12,PABPN1L,PTPN3,F8A2,TIMP4,MAD2L1,MTM1,TTC36,AZIN2,TMEM132A,LAPTM4B,ADGRB1,GRIN2A,SNX3,SMAD3,ANXA2,KLHL40,AQP11,OPHN1,VPS35,SERPINE2,HMGCR,EGFR"
"GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY",1,1,0.188795896183714,0.37965492622808,9802,148,"TMSB4X,PRKCD,ASB2,KIF14,LMOD2,TWF2,PRRT2,CDC42,HMGB1,SPTBN5,GSK3B,SCIN,THRA,FLII,ULK1,SYNCRIP,TRIM11,CDH5,NOP53,CFL1,KANK4,CAPG,GAPDH,DRAP1,OGT,SSH2,RDX,SLIT2,TWF1,HIP1R,TMOD1,SVIL,IFI16,LAMP2,STMN1"
"GOBP_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS",1,1,0.210001028147671,0.427013073470689,9924,206,"MAGEA2B,CDKN1A,TPPP,ADIPOQ,P3H1,GADD45A,SPOPL,GPS2,BEX2,COPS9,AGT,CDYL,ZFYVE28,PPIA,ISG15,MAD2L2,CDK1,CAPN3,MEN1,HSPA1A,KLF15,GCLC,PPP1R15B,GNL3L,ZGPAT,DEFB114,TFAP4,IVNS1ABP,PDCD4,RELA,TAF1,BEX3,RASIP1,GTPBP4,PARD3,NPM1,INCA1,CTNNB1,PRKCE,OGT,PTPN13,AKT1S1,FSCB,TARBP2,PIAS3,SLIT2,IGFBP3,HIPK3,SFN,ATG14,SPRY2,SVBP,PLAA,FYN,ERRFI1,PARK7,CEP43,AIDA,ABL1,YWHAG,TRIM44,NXN,SRCIN1,PRR5L,SQSTM1,NT5DC2,ARRB2,TSPO,MYCNOS,RB1,VPS25"
"GOBP_NEGATIVE_REGULATION_OF_PROTEIN_SECRETION",1,1,-0.188021917092313,-0.489087076709774,769,67,"PRKN,KCNB1,IRS1,IL12A,DPH3,ADRA2C,CHGA,SYT4,GHSR,HMGCR,CD200,IL12B,SYTL4,RAB11FIP1,INHBB,HADH,KCNJ11,ACVR1C,OPRM1"
"GOBP_NEGATIVE_REGULATION_OF_PROTEOLYSIS",1,1,0.231444914073062,0.46457020612783,9778,139,"NLRP7,F8A3,PANO1,CHAC1,MAP1A,FBXO32,SERPINE1,DDRGK1,HSP90AB1,TLK2,BAG6,SPINK5,CSNK2A2,KAT2A,NOP53,TAF1,THBS1,CLN3,GAPDH,USP5,OGT,SMARCC1,TIMP3,USP7,F8A1,PSME3IP1,PRMT6,SNX12,GAS1,PML,CRB2,TIMP1,PARK7,HFE,CST3,PBK,LAMP3,SGTA,FURIN,CLN8"
"GOBP_NEGATIVE_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS",1,1,0.201224175532183,0.392165823454803,9418,81,"F8A3,PANO1,MAP1A,FBXO32,DDRGK1,HSP90AB1,TLK2,BAG6,CSNK2A2,KAT2A,NOP53,TAF1,USP5,OGT,SMARCC1,USP7,F8A1,PSME3IP1,PRMT6,PML,PARK7,HFE,PBK,LAMP3,SGTA"
"GOBP_NEGATIVE_REGULATION_OF_RECEPTOR_INTERNALIZATION",1,1,0.184803412054941,0.304915356547001,7840,16,"ANKRD13B,MTMR2,UBQLN2,RIN3,ATXN2,ANKRD13D"
"GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS",1,1,-0.216002597914711,-0.617854209235509,260,133,"TRIB1,PIM1,KIR2DL4,NT5C2,AHR,ADAR,TRIM38,CR1,CD96,HLA-G,NECTIN4,CACTIN,GRB2,NLRC5,MMP12,DHX58,SMAD3,CEACAM1,NLRC3,NMI,PPM1B,SERPINB9,C1QBP,RPS19,DNAJA3,OAS3,USP18,ATG5,CRK,IL37,FGL2,SAMHD1,KLRD1,TYRO3,SIRPA,PARP14,IL4I1,ZDHHC18,LYAR"
"GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS",1,1,-0.162901428927938,-0.507633474332342,6,420,"TAFA3,PPARA,CXCL13,SOCS3,SAA1,AJAP1,PRKG1,TRIB1,METRNL,CCL2,MDGA1,PIM1,NR1D1,KIR2DL4,NT5C2,KREMEN1,KLF4,KRT1,SLIT1,PTGIS,TSPAN8,OTULIN,DSG2,AHR,ADAR,TRIM38,CR1,SYK,PLAT,CD96,PTEN,WNT5A,VTN,IL13RA2,MFHAS1,HLA-G,IL2,NECTIN4,DUSP1,C1QTNF1,ALOX12,GPR31,IL1RL2,CACTIN,MAPK14,NR4A3,GRB2,NLRC5,MMP12,DHX58,SOCS5,CPB2,SMAD3,ANXA2,CEACAM1,CD200R1,NR1D2,NPY,NLRC3,PROS1,TEK,NMI,ISL1,PPM1B,VPS35,SERPINE2,SERPINB9,GHSR,NDFIP1,C1QBP,F2,CD200,RPS19,TNFRSF1B,FGG,DNAJA3,HCK,PROC,IL12B,NPY5R,LRFN5,RTN4RL1,SERPINB2,FGF2,IL1R1,ANGPT2,OAS3,USP18,EPPK1,ATG5,IL1RN,AOAH,C5,RYK,CRK,IL37,FGL2,PTPRC"
"GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_WOUNDING",1,1,-0.193929712952174,-0.527948320136442,492,94,"AJAP1,PRKG1,KREMEN1,KRT1,TSPAN8,DSG2,PLAT,PTEN,VTN,C1QTNF1,ALOX12,CPB2,SMAD3,ANXA2,CEACAM1,PROS1,SERPINE2,F2,FGG,PROC,RTN4RL1,SERPINB2,FGF2,EPPK1,CRK"
"GOBP_NEGATIVE_REGULATION_OF_SECRETION",1,1,-0.219971589958175,-0.645870490204645,159,165,"CRH,PRKN,KCNB1,IRS1,P2RY1,INHBA,IL12A,DPH3,ADRA2C,ANXA1,SYT1,NRG1,IL13RA2,CHGA,HTR1B,CD74,OPRK1,GJA1,VAMP3,SYT4,NPY2R,CEACAM1,GHSR,HMGCR,CD200,TACR2,KCNK9,TNFRSF1B,NPVF,IL12B,FGF23,SYTL4,NPY5R,CARTPT,RAB11FIP1"
"GOBP_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_PROLIFERATION",1,1,-0.22507105720381,-0.557296937953038,1129,49,"PPARGC1A,PRKG1,TRIB1,KLF4,IL12A,PTEN,CNN1,ANG,NDRG4,PTGIR,IFNG,RGS5,CTNNBIP1,IL12B,TPM1"
"GOBP_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY",1,1,-0.240208953083377,-0.698612558232102,172,157,"IGSF1,SINHCAF,ONECUT2,PPARA,VEPH1,CRIM1,FBN1,HJV,INHBA,SNX25,CILP,PRDM16,IL17RD,HTRA3,TOB1,WNT5A,UBE2D1,ADAM17,TWSG1,NKX2-1,EID2,HSPA5,PPM1A,SORL1,GPR155,UCMA,TBX20,TET1,SPRED3,CHRDL1,FBN2,WNT1,SAP30L"
"GOBP_NEGATIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT",1,1,0.224166575553579,0.445586097298013,9647,114,"YJEFN3,MIR146A,GPR4,PF4,GADD45A,SPARC,SLC12A2,SERPINE1,AMOT,APOH,SARS1,FOXC1,ISM1,RGCC,CLDN5,ABCC8,SPINK5,ADGRB2,RELA,NAXE,ATF2,THBS1,THBS2,CTNNB1,TAFA5,MECP2"
"GOBP_NEGATIVE_REGULATION_OF_VIRAL_PROCESS",1,1,-0.222313525830738,-0.589429193044031,643,77,"PTX3,IL32,APOBEC3G,PROX1,HMGA2,RNASEL,FAM111A,OAS2,IFIT1,TRIM15,TRIM31,EIF2AK2,CH25H,TNIP1,OAS3,N4BP1,IFIT1B,OASL,IFIT5,TRIM13,VAPB,APCS,ZFP36,TRIM14,APOBEC3C,INPP5K"
"GOBP_NEGATIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY",1,1,-0.224592371292579,-0.664358007113019,135,176,"HECW1,TMEM88B,PRKN,SHISA3,FERMT1,CDON,SHISA6,KREMEN1,NKD1,HIC1,TAX1BP3,ALPK2,SOX13,INVS,PPP2R3A,HMGA2,TSKU,WNT5A,IGFBP6,SOX17,CBY1,MDFI,MAPK14,NOTUM,GRB10,TRABD2B,IGFBP1,ISL1,SHISA2,CTNNBIP1,NPHP3,RUVBL2,SFRP4,NFATC4,MCC,TLE5,TLE3,RNF43,SIAH2,SOX9,IGFBP2,FUZ,TMEM88,JADE1,IFT80,DKK2"
"GOBP_NEGATIVE_REGULATION_OF_WOUND_HEALING",1,1,-0.223164284032737,-0.586749147515876,719,71,"AJAP1,PRKG1,KRT1,TSPAN8,PLAT,PTEN,VTN,C1QTNF1,ALOX12,CPB2,SMAD3,ANXA2,CEACAM1,PROS1,SERPINE2,F2,FGG,PROC,SERPINB2,FGF2,EPPK1,CRK"
"GOBP_NEPHRON_DEVELOPMENT",1,1,-0.192440663977382,-0.561070637506281,167,160,"CD24,SERPINB7,NPNT,LGR4,FOXC2,IRX3,ENPEP,ANGPT1,ITGB3,CR1,ERBB4,NPHS1,AQP1,NUP133,SULF1,HOXA11,ACAT1,VANGL2,AQP11,TEK,EDNRB,PDGFD,VEGFA,BCL2,CTNNBIP1,LHX1,EXT1,CD34,WNT1,POU3F3,NOTCH3,IRX2,FOXD1,FGF2,SOX9,ANGPT2,FOXJ1,HES1,NUP107,WNT6,WNT2B,PKD2,TCF21,GZF1,LIF,FGF8,AGTR2,DLG1,SIX1,TFAP2B,COMT,IRX1,SIX2,CALB1,GPC3,SLC22A1,TACSTD2,BASP1"
"GOBP_NEPHRON_EPITHELIUM_DEVELOPMENT",1,1,-0.178266342428731,-0.506338546250923,326,121,"CD24,NPNT,LGR4,FOXC2,IRX3,NPHS1,AQP1,HOXA11,ACAT1,AQP11,EDNRB,VEGFA,BCL2,CTNNBIP1,LHX1,EXT1,CD34,WNT1,POU3F3,IRX2,FOXD1,FGF2,SOX9,FOXJ1,HES1,WNT6,WNT2B,PKD2,TCF21,GZF1,LIF,FGF8,AGTR2,DLG1,SIX1,TFAP2B,IRX1,SIX2,CALB1,GPC3,SLC22A1,TACSTD2,BASP1"
"GOBP_NEPHRON_MORPHOGENESIS",1,1,0.184969061176634,0.359534986611824,9378,79,"SOX8,ADAMTS16,DCHS1,AGT,GDNF,CITED1,TGFB1,HS2ST1,BMP2,LZTS2,GLI3,WNT11,CTNNB1"
"GOBP_NEURAL_CREST_CELL_DIFFERENTIATION",1,1,0.234049544075803,0.461167355647052,9548,99,"CYP26C1,SOX8,SEMA4C,SEMA3D,CDC42,PITX2,GDNF,ZEB2,FOXC1,MEF2C,NRP2,ALDH1A2,SEMA4D,HAND2,PHACTR4,CFL1,FGF12,EDNRA,SEMA5A,TCOF1,RADIL,SKP1,SEMA5B,FRZB,SNAI2,MAPK3,HIF1A,OTUD5,BMP7,EDN3"
"GOBP_NEURAL_TUBE_DEVELOPMENT",1,1,0.18640820298577,0.376240264993249,9841,164,"TGIF1,ALX1,SEMA4C,MTHFD1L,SCRIB,DCHS1,ZEB2,KAT5,ZFP36L1,TGFB1,CTHRC1,RGMA,MED12,SEC24B,ALDH1A2,KAT2A,PHACTR4,GPR161,CFL1,TSC2,AMBRA1,GLI3,ZNF358,VASP,DVL2,EN1,BRD2,CECR2,IFT52,FOXA1,MKS1,BMP5,PLXNA2,HIF1A,PTCH1,TGFB2,ABL1,BMP7,TBC1D32,GLI2,PRKACB,WNT3A,IFT140,STK3,RPGRIP1L,PLXNB2,SFRP2,TEAD2,ITPK1"
"GOBP_NEURAL_TUBE_FORMATION",1,1,0.229139136961301,0.453289592740461,9583,105,"TGIF1,ALX1,SEMA4C,MTHFD1L,SCRIB,ZEB2,TGFB1,CTHRC1,RGMA,MED12,SEC24B,KAT2A,PHACTR4,CFL1,TSC2,VASP,DVL2,BRD2,CECR2,IFT52,MKS1,BMP5,HIF1A,PTCH1,TGFB2,ABL1,BMP7,PRKACB,STK3,PLXNB2,SFRP2,TEAD2,PRICKLE1,ADM,IFT172"
"GOBP_NEUROMUSCULAR_JUNCTION_DEVELOPMENT",1,1,-0.218786439059944,-0.570425574172095,801,66,"FZD9,TNC,ETV5,PDZRN3,NEDD4,FNTA,SLC18A3,KY,KCNJ8,RAPSN,DNAJA3,COL4A5,COLQ,ERBB2,DOK7,LAMA1,RER1,SIX1,LIN7A,LIN7B,LAMB1,CACNG2,CACNA1S"
"GOBP_NEUROMUSCULAR_PROCESS",1,1,-0.217629333538604,-0.649128919039197,110,188,"ACTN3,ADGRD1,TNNI1,TMEM150C,PRKN,TNNC1,CAV3,MYH10,FOXS1,MDGA1,SLC8A3,GBX1,IGDCC3,PCDH15,SCN1A,POU4F3,PTEN,WASHC4,LONRF2,ATP8A2,NR4A3,USH1G,TCF15,GCH1,GRIN2A,NRXN1,GABRB3,VPS13A,NKX6-2,KCNJ8,VPS35,OPA3,JPH3,CSMD1,C12orf57,JSRP1"
