"pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge"
"GOBP_INTRACELLULAR_STEROL_TRANSPORT",0.997254632807138,1,-0.225793836896131,-0.517937160166597,1452,33,"GRAMD1C,ARV1,GRAMD1B,PCSK9,STAR,VPS52,ANXA2"
"GOBP_PLACENTA_BLOOD_VESSEL_DEVELOPMENT",0.997254632807138,1,-0.227025507414947,-0.520762427408367,1452,33,"SOCS3,ITGB8,FZD5,VASH1,VASH2,HEY1,MAPK1,WNT2,HES1,PKD2,OVOL2,NSDHL,WDR83"
"REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_3_PROMOTER",0.997255042367824,1,0.260537982990333,0.458419610393227,8355,28,"POLR3A,POLR3B,BDP1,POU2F1,POLR3E,SNAPC2,POLR3F,ZNF143"
"REACTOME_FGFR3_LIGAND_BINDING_AND_ACTIVATION",0.997255619445896,1,0.233385173307606,0.375338721670111,7630,13,"FGF9,FGF4,FGF5,FGF16,FGF17"
"GOBP_POSITIVE_REGULATION_OF_MEMBRANE_PERMEABILITY",0.997257769652651,1,0.264619351142797,0.486615327606107,8727,42,"TMEM102,ATP5IF1,GSK3B,DEFA5,ZNF205,HSPA1A,GCLC,ATF2,RHOT2,MUL1"
"GOBP_REGULATION_OF_RENAL_SYSTEM_PROCESS",0.997282608695652,1,-0.195444083744316,-0.416427370048201,1834,23,"EMP2,CORO2B,STC1,NPPB,CYBA"
"KEGG_RENAL_CELL_CARCINOMA",0.997302546396202,1,0.277567190687298,0.534691596741411,9242,70,"PAK6,JUN,PIK3R1,CDC42,TGFB1,CREBBP,NRAS,SOS1,PIK3R2,EGLN2,PTPN11,GAB1,VEGFC,PAK4,SLC2A1,ARNT,KRAS,MAPK3,AKT3,HIF1A,BRAF,TGFB2"
"REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR4",0.997303890101425,1,0.232903147416054,0.380826173916566,7767,15,"PLCG1,FGF9,FGF4,KLB,FGF16,FGF19,FGF17"
"GOBP_REGULATION_OF_INTEGRIN_MEDIATED_SIGNALING_PATHWAY",0.997304582210243,1,0.245166391570615,0.422337256941722,8139,23,"SERPINE1,CD63,PHACTR4,CTNNA1,LAMC1"
"KEGG_CHRONIC_MYELOID_LEUKEMIA",0.997317020819918,1,0.285002598736216,0.550641395090834,9292,73,"CDKN1A,PIK3R1,TGFB1,NFKBIA,CBLB,NRAS,MDM2,RELA,TGFBR1,SOS1,PIK3R2,PTPN11,SHC2,SHC1,SHC4,KRAS,MAPK3,AKT3,E2F3,BRAF,NFKB1,TGFB2,ABL1,TP53,RB1,E2F1,BCL2L1,MECOM,CTBP1,CTBP2,CDKN2A,TGFB3"
"REACTOME_RAF_ACTIVATION",0.997318409700361,1,0.255218157724268,0.459517556620801,8553,34,"CALM1,PHB1,NRAS,MAP3K11,CAMK2B,PPP2R5C,PPP2CB,KRAS,BRAF,KSR1,MRAS,PPP2R1A,PPP1CB,SRC"
"REACTOME_COMMON_PATHWAY_OF_FIBRIN_CLOT_FORMATION",0.997324772605671,1,-0.21595593606154,-0.454572427839162,1863,22,"F8,PROS1,SERPINC1,SERPINE2,F2,FGG,PROC,SERPIND1,F5"
"REACTOME_JNK_C_JUN_KINASES_PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1",0.997324772605671,1,-0.211130959146088,-0.444416182492426,1863,22,"NOD2,MAPK8,UBB"
"GOBP_GABAERGIC_NEURON_DIFFERENTIATION",0.997382851445663,1,0.234389120010036,0.39573529669153,8002,19,"HELT"
"REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_OXIDATIVE_STRESS_METABOLIC_AND_NEURONAL_GENES",0.997397373713474,1,0.249586765526305,0.443545863533957,8430,30,"FBXO32,PCK1,SREBF1,FOXO3,FOXO6,RETN,SIN3A,PLXNA4"
"GOBP_AORTA_DEVELOPMENT",0.997402597402597,1,-0.25307679527357,-0.658309371043471,767,67,"PCDHA10"
"REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE",0.997407176934246,1,0.295819071624685,0.587944404602763,9616,113,"RPL41,RPS27,RPL36A,RPL29,RPL18A,RPL10,RPS4X,RPL26,RPS2,RPLP1,RPL23A,RPL21,RPL17,RPL28,RPS25,SEC61A1,UBA52,RPLP2,SRP72,RPL39L,SEC11C,FAU,RPS12,SRPRA,RPS17,RPS11,SRP68,RPS21,RPS9,RPS5,RPL4,RPLP0,RPS28,RPS10,RPL3,RPL13A,RPL11,RPL36AL,RPL26L1,RPL7A,RPL27A,RPL37,RPL22L1"
"GOBP_CRANIAL_NERVE_MORPHOGENESIS",0.997417688831504,1,-0.215896004868119,-0.484520461016616,1544,30,"MAFB,HOXB1,HOXB3,HOXB2"
"GOBP_REGULATION_OF_ATP_DEPENDENT_ACTIVITY",0.997435000582954,1,0.252340357021205,0.45433610730973,8554,34,"STRIT1,SETMAR,DNAJC9,TPM2,TNNT2,VMP1,FGF10,PXK,HNRNPU,OXA1L,CHTOP,TOR1AIP1,ATP2A1,TP53,TNNT3"
"GOBP_DEVELOPMENTAL_INDUCTION",0.997440074470561,1,0.263247490868096,0.474971334295138,8571,35,"SOX8,GDNF,ROBO2,FGFR1,BMP2,FGF10,HIPK1,GATA5,CTNNB1"
"GOBP_POSITIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR",0.997440074470561,1,0.262850930640595,0.474255829886099,8571,35,"PMAIP1,SMARCA4,RPL26,EIF5A,DVL2,ATM,PML,FAM193A,SPRED1,ATR,RPL11,CDKN2A,CDK5RAP3,RPL37,RPS20,PPP1R15A,HEXIM1,ZNF385A,MYC,RPL23,RPS15,ING4"
"GOBP_PHOSPHATIDYLINOSITOL_3_PHOSPHATE_BIOSYNTHETIC_PROCESS",0.99744120872426,1,0.245522365305492,0.424783265766856,8185,24,"PTPRQ"
"GOBP_NEUTRAL_AMINO_ACID_TRANSPORT",0.997445579742337,1,0.264906826971951,0.499964514905933,8980,56,"SLC1A7,SLC6A7,LEP,SLC1A5,SLC7A6,SLC7A8,RGS2,LLGL2,SFXN2,SLC38A6"
"GOBP_POSITIVE_REGULATION_OF_GENE_EXPRESSION_VIA_CHROMOSOMAL_CPG_ISLAND_DEMETHYLATION",0.997446808510638,1,-0.204968655966255,-0.39632171306341,2343,13,"APOBEC2,TET1,APOBEC1,ZMPSTE24,APOBEC3C"
"GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_PLASTICITY",0.997449322056652,1,0.230297352116445,0.360760207667514,7429,10,"MAP1B,CFL1,ADCY8,DBN1,ANAPC2"
"GOBP_RESPONSE_TO_DEXAMETHASONE",0.997460757156048,1,0.267214837125938,0.485702818637714,8641,38,"DDIT4,METTL21C,FBXO32,PCK1,FOXO3,ASS1,TGFB1,ATP5F1A,POR,PCK2,TFAP4"
"GOBP_ASPARTATE_FAMILY_AMINO_ACID_BIOSYNTHETIC_PROCESS",0.99747219413549,1,-0.206206029081885,-0.422743013312771,1972,19,"PLOD2,BHMT2,APIP,MTAP,PLOD1"
"GOBP_HISTAMINE_TRANSPORT",0.997474747474748,1,0.233227126750305,0.387740992706667,7899,17,"SLC18A2,VAMP8,SLC22A3"
"REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE",0.997484656404065,1,0.312338362800253,0.636146111991233,9913,223,"TUBB8B,TUBA3D,RPS27,CHMP4A,CC2D1B,SEM1,CENPP,PDS5B,POM121,UBE2C,TUBA4B,PSMC1,UBC,PMF1,PSMD11,TUBA1C,RANBP2,CENPI,ADRM1,UBE2E1,TUBA8,PSMC4,CLIP1,TUBB1,KIF2A,CENPU,SGO1,ZWINT,DYNC1H1,CDK1,LMNA,PSMC5,PSMD14,PSMC3,ANAPC7,NDC80,RANGAP1,TMPO,SEH1L,ANAPC16,NUP98,BIRC5,LEMD2,PSMD1,PSMD8,DYNC1I2,CENPF,UBA52,TNPO1,PSMC2,NUF2,PSMD3,PSMC6,PSMB7,CENPE,PSMB6,NUP93,PSMD7,TUBA4A,CENPO,PTTG1,CENPS,PSMA7,PSMA3,PSMA2,NUDC,TUBA3C,KNL1,PPP2R5C,PPP2CB,PSMB4,PSMD2,CCNB2,PSMB1,EMD,NUP85,LMNB1,PSMB3"
"REACTOME_SIGNALING_BY_KIT_IN_DISEASE",0.997513056453619,1,0.243155670154078,0.412223021542282,8021,20,"PIK3R1,NRAS,SOS1,PIK3R2,KRAS,YES1,FYN"
"GOBP_CYTOPLASMIC_MICROTUBULE_ORGANIZATION",0.997517003130735,1,0.273312006918831,0.526015496649959,9239,69,"TPPP,TACC2,TUBGCP3,NUMA1,CLIP1,DYNC1H1,HOOK3,HOOK1,PPFIA1,CAMSAP2,KIF19,LIMK2,SLAIN2,TUBG1,TRDN,KATNAL1,TLN1,CEP126,HOOK2,KPNB1,PAFAH1B1,TBCB,CCDC13,SLK,RAB11A,TACC3,TRPV4,CHP1,AXIN1,CLIP2,IFT172,TUBGCP6,RHOA,DVL1"
"GOBP_DORSAL_VENTRAL_AXIS_SPECIFICATION",0.997540771421175,1,0.223916254867246,0.363403413567602,7706,14,"SMAD6,CTNNB1"
"GOBP_ENDOSOMAL_LUMEN_ACIDIFICATION",0.997540771421175,1,0.223423612939357,0.362603883589898,7706,14,"ATP6V1H,ATP6V0A1,ATP6V1F,TMEM9,ATP6V1A,ATP6V1D,RNASEK"
"GOBP_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION",0.997545259281988,1,0.300650446115466,0.603490102592329,9752,141,"NBL1,TMEM102,MIR146A,KLRC4-KLRK1,KLRK1,MMP14,LGALS3,APP,MMP28,NINJ1,HMGB1,RARRES2,SERPINE1,CCL5,TGFB1,APOD,PLA2G7,LRCH1,THBS1,CYP19A1,CX3CL1,MDK,STK39,PADI2,BMP5,SLIT2,CMKLR1,CCN3,IL34,MAPK3,AIF1,CD9,RIPK3,CREB3,LGALS9,CCR6,ABL1,ADAM8"
"REACTOME_FRS_MEDIATED_FGFR1_SIGNALING",0.99754962019113,1,0.238775366047886,0.411327721046439,8141,23,"FGFR1,NRAS,FGF9,FGF10,SOS1,PTPN11,FGF4,KRAS,FGF5"
"GOBP_LIPID_IMPORT_INTO_CELL",0.99754962019113,1,0.241389534452468,0.415831032883359,8141,23,"PLPPR4,RBP4,THBS1,SLC2A1,SLC27A4,ACSL1,SLC27A2"
"GOBP_MACROPHAGE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE",0.99754962019113,1,0.237931548573412,0.409874114150134,8141,23,"TREX1,HMGB1,LBP,PRKCE,IL33,IL1RAP,DYSF"
"GOBP_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY",0.997551020408163,1,-0.239610516470718,-0.583722255940383,1221,44,"STING1,ADAR,WNT5A,CACTIN,RBM47,NLRC5,MMP12,IRF7,ZBP1,OAS3,USP18,SAMHD1"
"GOBP_SECRETION_BY_TISSUE",0.997551020408163,1,-0.241289877153647,-0.587813396099068,1221,44,"P2RY2,MUC2,OPRK1,VAMP3,AQP1,CEL,CYBA,ALOX12B,ATG5,WNK1,HTR4,ANO1,CHRM1,AGR2,TIFAB,SCNN1B,CHRM3,ADORA1"
"GOBP_DENDRITE_EXTENSION",0.997551591465547,1,0.249401106178689,0.449044017681421,8555,34,"RIMS1,CDKL3,NEDD4L"
"GOBP_RESPONSE_TO_NITROSATIVE_STRESS",0.997583568264197,1,0.229147905609288,0.358959602680901,7430,10,"GCLC,ATM,GCLM,PARK7"
"REACTOME_RHOU_GTPASE_CYCLE",0.997584541062802,1,0.267082629167911,0.488236370703485,8672,40,"PIK3R1,DST,CDC42,DLG5,MYO6,STAM,PIK3R2,PAK4,WDR6,SRGAP2,NCK2,SPTAN1,PTK2B,PEAK1,ITSN2,SRC,TXNL1,USP9X,CLTC,PAK1,HGS,PARD6A"
"GOBP_REGULATION_OF_CYTOPLASMIC_TRANSLATION",0.997584541062802,1,0.26634580752494,0.486889435015676,8672,40,"ALKBH3,DHX9,SYNCRIP,CPEB3,HNRNPU,GAPDH,CPEB4,YBX3,UNK,CSDE1,HNRNPD,CPEB2,PKM,DHX36,SH3BGRL,YBX1,PARP16,RPL13A,YTHDF2,EPRS1,EEF2,FMR1,METTL3,PAIP1,ZNF385A,IMPACT"
"GOBP_NEGATIVE_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION",0.997593261131167,1,-0.255019436424905,-0.659734211520352,828,64,"PPARA,MED28,RGS4,CAV3,FOXP1,PRDM16,FRS2,EREG,RCAN1,BDNF,BHLHE41,HEY1"
"GOBP_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS",0.997594226142743,1,-0.235002426046602,-0.569674198370793,1243,43,"ADSS1,AMPD1,NUDT2"
"REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS",0.997599327811787,1,0.252387864628792,0.442459619620966,8310,27,"UBC,ATP6V1H,UBA52,MRC1,B2M,MAPK3,KPNB1,SFPQ,ENO1,RAB7A,TRIM27,NOS2,RAB5A,RPS27A,HGS"
"GOBP_REGULATION_OF_TRANSLATIONAL_FIDELITY",0.99761426418885,1,0.231980628019924,0.388253321817308,7944,18,"DNAJC2,AARS1,VARS1,GATC,LARS1,RPS5,LARS2,TARS2,YRDC"
"REACTOME_PI_3K_CASCADE_FGFR4",0.997637403630938,1,0.242528662406732,0.411160052177932,8022,20,"PIK3R1,FGF9,PTPN11,GAB1,FGF4,KLB,FGF16,FGF19,FGF17"
"GOBP_NEGATIVE_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY",0.997641509433962,1,0.24826693941791,0.442598896306209,8459,31,"RACK1,PPIA,GPX1,NONO,NOL3,HTRA2,CTNNB1,FBXO7,HIF1A,ATF4,FYN,PARK7,NFE2L2,IL10,INS,HSPB1,TRAP1,MAPK7"
"GOBP_PHAGOSOME_MATURATION",0.997641509433962,1,0.246813867370672,0.44000842620226,8459,31,"RAB7B,RAB34,PLA2G5,RAB32,CLN3,MCOLN1,TCIRG1,SLC4A7,MYO7A,RAB7A,MREG,TMEM175"
"KEGG_GALACTOSE_METABOLISM",0.99766081871345,1,-0.199700810765981,-0.435860891088584,1705,26,"MGAM,UGP2,G6PC2,LCT,PGM2,GANC"
"GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_SURFACE",0.997667185069984,1,-0.217344718946171,-0.523232040830092,1282,41,"CAV3,TMEM35A,TAX1BP3,RANGRF,ERBB4,ACTN2,GPD1L,BDNF"
"GOBP_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_APOPTOTIC_PROCESS",0.99766818234814,1,0.247616677648985,0.445831173245722,8556,34,"NDNF,TERT,SERPINE1,CDH5,SEMA5A,PAK4,IL11,BRAF,ABL1,NFE2L2,IL10,FGB,TNIP2,KRIT1,SCG2"
"GOBP_LEFT_RIGHT_AXIS_SPECIFICATION",0.997670204504271,1,0.222985171310822,0.361892317631659,7707,14,"DLL1,PITX2"
"GOBP_HYDROGEN_PEROXIDE_CATABOLIC_PROCESS",0.997684903131473,1,0.238722272001885,0.413018285263221,8187,24,"MT3,HP,DUOX2,GPX1,PXDN,PRDX1,PRDX4,GPX3"
"GOBP_CGMP_METABOLIC_PROCESS",0.997686256362795,1,-0.206856774349079,-0.413317843864534,2155,16,"GUCY1A2,NPPB,GUCY1B1"
"GOBP_RESPONSE_TO_FLUID_SHEAR_STRESS",0.997689768976898,1,0.268201777650213,0.509425274725558,9068,60,"GPR68,ADCY1,SMAD6,ASS1,TGFB1,ABCC1,MEF2C,GNAS,PRKAR2A,PLEC,MTSS1,GYPC,ABCA1,PRKAR1A,PRKAR2B,MMP2"
"REACTOME_VLDLR_INTERNALISATION_AND_DEGRADATION",0.997704374442035,1,0.234096619795558,0.386246409077065,7822,16,"UBC,UBA52,CLTA,VLDLR,AP2A1,NR1H2,CLTC,RPS27A,AP2A2"
"GOBP_REGULATION_OF_TRANSLATION_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS",0.997717814471741,1,0.228143902058432,0.357386833709929,7431,10,"EIF4G1,NCK2,DDX3X,PPP1R15A,SESN2,MAP3K20,EIF2S1"
"GOBP_MEMBRANE_FISSION",0.997730110089661,1,0.268918957715733,0.497329758007937,8790,45,"VPS37D,CHMP4A,CHMP1B,EXOC3,STAM,EXOC6B,EXOC7,DNM1L,CHMP4B,VPS25,SPAST"
"GOBP_OSTEOCLAST_PROLIFERATION",0.997739361702128,1,0.22997554361046,0.363768964743761,7502,11,"NPR3,TCIRG1"
"GOBP_BASE_EXCISION_REPAIR",0.997744954335325,1,0.268209887202578,0.49938661839639,8848,48,"HMGB1,POLE,HMGA1,NEIL2,ERCC5,NEIL1,PNKP,SIRT6,XRCC1,MPG,FAM168A,APEX2,HUWE1,PRMT6,PARP2,APEX1,XPA,WRN,PARG,NTHL1,LIG3,XRCC4,OGG1,RPA1"
"REACTOME_COOPERATION_OF_PDCL_PHLP1_AND_TRIC_CCT_IN_G_PROTEIN_BETA_FOLDING",0.997757847533632,1,-0.227913325371097,-0.538254693818421,1334,38,"GNG10,GNG12,GNG7,GNG4,RGS9,GNG11,GNG2,RGS7,GNB5,PDCL,CCT5,GNG8,CCT3,GNG5,GNB1,CCT7,TCP1,GNA11,GNGT2,CCT4,RGS11,GNB4,GNG13,CSNK2A1,GNB3,GNA15,GNGT1,RGS6,GNAQ,CSNK2B,CCT8,CCT6B,CCT2,GNB2,CCT6A,GNA14,GNG3,CSNK2A2"
"GOBP_REGULATION_OF_KERATINOCYTE_DIFFERENTIATION",0.997757847533632,1,-0.224113938070538,-0.529281817639155,1334,38,"KRT84,KRT36,NCOA3,PKP1,OVOL3,SGPP1,MSX2,PLAAT4,IL20,PRKCH"
"REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS",0.997765803653568,1,0.224483173382687,0.358195237055886,7591,12,"PLEC,GAS2,VIM,SPTAN1,DBNL"
"GOBP_REGULATION_OF_MITOCHONDRIAL_TRANSLATION",0.99778679454076,1,0.234051812565166,0.401671649369572,8114,22,"TRUB2,SHMT2,MPV17L2,TACO1,NGRN,DDX3X,METTL8"
"GOBP_METANEPHRIC_NEPHRON_MORPHOGENESIS",0.997794658172017,1,0.234551912748007,0.404052165575456,8143,23,"SOX8,GDNF"
"GOBP_GOLGI_TO_VACUOLE_TRANSPORT",0.99780675033508,1,0.236953925502831,0.409958832818059,8188,24,"EHD3,GAK,VPS54,AP3D1,CLN3,AP1M1,VTI1A,AP4M1,LAMP1,CCDC91,AP1G1,AP3M2"
"GOBP_AUTOPHAGY_OF_PEROXISOME",0.997831909195256,1,0.233377497429423,0.385059897149429,7823,16,"PJVK,PIK3R4,ATM,SQSTM1,WDR45,ATG2A,PIK3C3,ACBD5,WDR45B"
"HALLMARK_HEDGEHOG_SIGNALING",0.997844827586207,1,-0.220799134969986,-0.514531560245729,1388,36,"THY1,CNTFR,SLIT1,RTN1,OPHN1,VEGFA,HEY1,ADGRG1,TLE3"
"GOBP_PHAGOCYTOSIS_RECOGNITION",0.997844827586207,1,-0.226409017695179,-0.527604354719229,1388,36,"PTX3,MASP1,C3,SFTPA1,GZMK,ADGRB1,CFP,CFB,MASP2"
"GOBP_REGULATION_OF_T_HELPER_17_TYPE_IMMUNE_RESPONSE",0.997844827586207,1,-0.229606309131727,-0.535055051261273,1388,36,"NLRP10,IL2,TBX21,BATF,IL12RB1,PRKCQ,CLEC6A,IL12B"
"GOBP_REGULATION_OF_SYNCYTIUM_FORMATION_BY_PLASMA_MEMBRANE_FUSION",0.997848074026254,1,0.276859193127055,0.5340373673938,9273,72,"RPL41,RPL36A,RPL29,MYOG,RPL18A,RPL10,RPLP1,RPL23A,RPL21,CXCL9,RPL17,RPL28,UBA52,RPLP2"
"GOBP_CELLULAR_RESPONSE_TO_ESTRADIOL_STIMULUS",0.997869318181818,1,-0.220622800620868,-0.512696612808765,1404,35,"CCDC62,NCOA3,FAM210B,MSX2,RUVBL2,SSTR2,ESR1,EGFR,NRIP1,CARTPT"
"GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION_MEDIATED_BY_CADHERIN",0.997872340425532,1,0.228920655357638,0.36210037163327,7503,11,"TJP1,PTPRU,FOXA1,WNT3A,DENND6A"
"REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF",0.997880883337051,1,0.26277875517637,0.494886626474005,8946,55,"SCD,SREBF1,MVK,SEC24A,FASN,INSIG1,CREBBP,SEC24B,TBL1XR1,SMARCD3,NFYA,CHD9,PMVK,SP1,ACACB,KPNB1,NCOA1,SEC24C,NFYC,HMGCS1,CARM1,LSS,MBTPS1,NCOA2"
"GOBP_LYMPH_NODE_DEVELOPMENT",0.997892518440464,1,-0.203089830161653,-0.423975679818781,1893,21,"CD248,PDPN,IL15,POLB,CXCR5,LTB,RCBTB2,LTA,TOX,TNFRSF11A,FADD,TRAF3IP2,IL7R,RC3H1,RC3H2,NKX2-3,SPNS2,RIPK3,CD2AP,RORC,TGFB1"
"GOBP_REGULATION_OF_PINOCYTOSIS",0.997897226968064,1,0.222230343925802,0.354600523166218,7592,12,"CDC42,CLN3,PROM2,STX1B,NR1H2"
"GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CENTROSOME",0.997897226968064,1,0.223101916979983,0.355991243513092,7592,12,"GSK3B,NSFL1C,RAB11FIP3,RAB11A,NUP62,MARK4,PARD6A"
"GOBP_CELLULAR_RESPONSE_TO_OXYGEN_RADICAL",0.997909750399606,1,0.233029701817085,0.399917538151545,8115,22,"MT3,NQO1,CYGB,PRDX1,PARK7,BMP7,SOD1,NFE2L2,CCS"
"GOBP_REGULATION_OF_CENTROSOME_CYCLE",0.997918036379575,1,0.272459794942185,0.51922745529161,9106,62,"RAB6C,CENATAC,C10orf90,RBM14,CCDC15,CDK11B,POC1B,CHMP1B,CDK11A,KAT2A,NAT10,NPM1,PDCD6IP,ALMS1,SKP1,CCNL2"
"GOBP_THYMIC_T_CELL_SELECTION",0.99792243767313,1,0.254228154787708,0.462097586666788,8645,38,"PSMB11"
"GOBP_ICOSANOID_METABOLIC_PROCESS",0.997938781820056,1,0.290036682184173,0.579409755320377,9682,125,"GGTLC3,CYP2C19,GSTA1,CYP2F1,GGTLC1,AKR1C2,CYP2E1,DPEP1,CES2,GSTP1,CTHRC1,ABCC1,GPX4,GPX1"
"GOBP_FILOPODIUM_ASSEMBLY",0.997949935261114,1,0.271746352692445,0.523478624652979,9248,70,"VSTM5,PIK3R1,PRKCD,MYO10,CDC42,PLPPR5,ITGB4,AGRN,ZMYND8,TGFBR1,CD2AP,MYO3A,VASP,CLN3,FGD5,FSCN1,RAB17"
"GOBP_VESICLE_MEDIATED_TRANSPORT_BETWEEN_ENDOSOMAL_COMPARTMENTS",0.997970458901793,1,0.267101193214014,0.497322313655202,8850,48,"HOOK3,HOOK1,WASH3P,NF2,PIK3R4,PTPN23,WDR81,MTMR2,WDR91,RDX,VPS11,RAB11FIP3,SNX12,HOOK2,ATG14,MAPK3,EEA1,DAB2,DYNC1LI1,DNAJC13,MYO1D,RAB11A,RAB7A,MSN,FHIP1B,SRC"
"GOBP_PLASMA_CELL_DIFFERENTIATION",0.99798630688683,1,0.225044619157324,0.352531815044934,7433,10,"DDRGK1,LGALS1,NFKBIZ,LGALS8,IL10"
"GOBP_PROTEIN_QUALITY_CONTROL_FOR_MISFOLDED_OR_INCOMPLETELY_SYNTHESIZED_PROTEINS",0.997995283018868,1,0.243094841494542,0.433378317690959,8462,31,"IRGQ,UBR4,AFG1L,VCP,PEX10,LONP1,OXA1L,UBE2W,AKIRIN2"
"GOBP_PURINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS",0.99799538939561,1,0.315878309954894,0.645285699292672,9956,268,"MT-ATP8,MT-ND1,MT-ND2,MT-ND4L,MT-ND4,MT-ND3,MT-ND5,MT-ND6,MT-ATP6,TMSB4X,ADCY1,PFAS,ATP5MG,ATP5IF1,NDUFS5,TECR,ATP5MC3,FASN,ATP5ME,GUCY1A1,NME9,PDHA2,TGFB1,ATP5PF,LETMD1,AMPD3,ATP5F1A,VCP,ALDOA,NMRK2,NADSYN1"
"REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS",0.997995991983968,1,-0.247069016067108,-0.627151298516042,995,56,"SH3D19,DNAJC6,TFRC,TXNDC5"
"REACTOME_NEUREXINS_AND_NEUROLIGINS",0.997995991983968,1,-0.242830452059948,-0.616392276752618,995,56,"SHANK2,DLG2,HOMER2,SYT1,STX1A,EPB41L2,SYT2,APBA1,GRIN2A,NRXN1,GRM5,NLGN1,SYT9,GRIN1,NLGN3,NRXN2,EPB41,NLGN4Y,EPB41L5,GRIN2D"
"GOBP_P38MAPK_CASCADE",0.997995991983968,1,-0.244345417138208,-0.62023781081092,995,56,"GDF6,CAV3,MAP3K5,MAP2K6,MFHAS1,MAPKAPK2,DUSP1,MAPK14,GADD45B,OPRK1"
"GOBP_EXTRACELLULAR_MATRIX_CONSTITUENT_SECRETION",0.998005319148936,1,0.22625597374549,0.357885451836996,7504,11,"RGCC,BMP2,PRICKLE1,TNFRSF1A,RIC1,NOTCH1"
"REACTOME_RHO_GTPASES_ACTIVATE_CIT",0.998005982053839,1,0.228385303365078,0.385598639490153,8007,19,"KIF14,MYH9,MYH11,MYL9,MYH14,RHOC,PPP1CB,MYL12B,RHOA,RAC1"
"REACTOME_NUCLEAR_SIGNALING_BY_ERBB4",0.998010610079576,1,-0.225101925197249,-0.513890567697566,1504,32,"ADAP1,ERBB4,NRG1,ADAM17,EREG,APH1B,HBEGF,ESR1"
"GOBP_BICARBONATE_TRANSPORT",0.998010610079576,1,-0.223886437268291,-0.511115701239651,1504,32,"BEST4,SLC4A4,CYB5RL,SLC4A1,SLC26A3,SLC39A6,SLC39A12,SLC4A3,BEST2,CYB5R4,SLC26A1,RHAG"
"REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE",0.998021875727252,1,0.258556893480676,0.466508198360214,8576,35,"PSMC1,UBC,ENGASE,VCP,SYVN1,CANX,NGLY1,UBA52,AMFR,MAN1B1,OS9,RAD23B,PRKCSH,RNF103,UBXN1,RNF5,UGGT1,RPS27A"
"GOBP_LATE_ENDOSOME_TO_LYSOSOME_TRANSPORT",0.998025666337611,1,0.235153005580067,0.401144529840692,8087,21,"CHMP4A,CHMP1B"
"GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_CHEMOTAXIS",0.998025666337611,1,0.23448291779441,0.400001435585671,8087,21,"RARRES2,CCL5,THBS1,MDK,CMKLR1,IL34,MAPK3"
"GOBP_METAPHASE_CHROMOSOME_ALIGNMENT",0.998030679933665,1,0.29331885200266,0.583043222233458,9628,114,"SEPTIN1,H3-7,CHMP4A,KIF14,RRS1,CDC42,PMF1,NUMA1,KAT5,SGO1,ZWINT,DYNC1H1,CHMP1B,CDK1,ANKRD53,NDC80,H3Y1,CDT1,SEH1L,EML3,BIRC5,GEM,HNRNPU,CENPF,FAM83D,ZNF207,NUF2,CENPE,PDCD6IP,DCTN2,H3-3A,NUDC,KNL1"
"GOBP_NEGATIVE_REGULATION_OF_CELL_MATRIX_ADHESION",0.998037857802401,1,0.251365633618008,0.456894527527231,8646,38,"PIK3R1,MMP14,SERPINE1,MAP4K4,APOD,ADAM15,NF2,RASA1,THBS1,RAB40C"
